date,year,state,top_item,id,hex_code
2024-03-10,2024,KS,Ditto,132,#F8A8B8
2024-03-10,2024,KY,Venonat,48,#A040A0
2024-03-10,2024,LA,Venomoth,49,#A040A0
2024-03-10,2024,MA,Scyther,123,#78C850
2024-03-10,2024,MD,Seaking,119,#F08030
2024-03-10,2024,ME,Venonat,48,#A040A0
2024-03-10,2024,MI,Seel,86,#B8B8D0
2024-03-10,2024,MN,Scyther,123,#78C850
2024-03-10,2024,MO,Scyther,123,#78C850
2024-03-10,2024,MS,Ditto,132,#F8A8B8
2024-03-10,2024,MT,Hypno,97,#E0C068
2024-03-10,2024,NC,Scyther,123,#78C850
2024-03-10,2024,ND,Clefable,36,#F8A8B8
2024-03-10,2024,NE,Dodrio,85,#A89078
2024-03-10,2024,NH,Venonat,48,#A040A0
2024-03-10,2024,NJ,Nidoking,34,#A040A0
2024-03-10,2024,NM,Hypno,97,#E0C068
2024-03-10,2024,NV,Jigglypuff,39,#F8A8B8
2024-03-10,2024,NY,Seel,86,#B8B8D0
2024-03-10,2024,OH,Scyther,123,#78C850
2024-03-10,2024,OK,Scyther,123,#78C850
2024-03-10,2024,OR,Scyther,123,#78C850
2024-03-10,2024,PA,Scyther,123,#78C850
2024-03-10,2024,RI,Hypno,97,#E0C068
2024-03-10,2024,SC,Nidoking,34,#A040A0
2024-03-10,2024,SD,Scyther,123,#78C850
2024-03-10,2024,TN,Scyther,123,#78C850
2024-03-10,2024,TX,Onix,95,#B8A038
2024-03-10,2024,UT,Scyther,123,#78C850
2024-03-10,2024,VA,Scyther,123,#78C850
2024-03-10,2024,VT,Tentacool,72,#6890F0
2024-03-10,2024,WA,Venomoth,49,#A040A0
2024-03-10,2024,WI,Scyther,123,#78C850
2024-03-10,2024,WV,Scyther,123,#78C850
2024-03-10,2024,WY,Nidoking,34,#A040A0
2024-03-17,2024,AK,Seel,86,#B8B8D0
2024-03-17,2024,AL,Ditto,132,#F8A8B8
2024-03-17,2024,AR,Ditto,132,#F8A8B8
2024-03-17,2024,AZ,Seel,86,#B8B8D0
2024-03-17,2024,CA,Persian,53,#A89078
2024-03-17,2024,CO,Seel,86,#B8B8D0
2024-03-17,2024,CT,Tangela,114,#78C850
2024-03-17,2024,DC,Persian,53,#A89078
2024-03-17,2024,DE,Onix,95,#B8A038
2024-03-17,2024,FL,Ditto,132,#F8A8B8
2024-03-17,2024,GA,Tangela,114,#78C850
2024-03-17,2024,HI,Ditto,132,#F8A8B8
2024-03-17,2024,IA,Tangela,114,#78C850
2024-03-17,2024,ID,Oddish,43,#78C850
2024-03-17,2024,IL,Ditto,132,#F8A8B8
2024-03-17,2024,IN,Oddish,43,#78C850
2024-03-17,2024,KS,Ditto,132,#F8A8B8
2024-03-17,2024,KY,Ditto,132,#F8A8B8
2024-03-17,2024,LA,Tangela,114,#78C850
2024-03-17,2024,MA,Seel,86,#B8B8D0
2024-03-17,2024,MD,Seaking,119,#F08030
2024-03-17,2024,ME,Oddish,43,#78C850
2024-03-17,2024,MI,Seel,86,#B8B8D0
2024-03-17,2024,MN,Seel,86,#B8B8D0
2024-03-17,2024,MO,Ditto,132,#F8A8B8
2024-03-17,2024,MS,Ditto,132,#F8A8B8
2024-03-17,2024,MT,Seel,86,#B8B8D0
2024-03-17,2024,NC,Tangela,114,#78C850
2024-03-17,2024,ND,Electrode,101,#F8D030
2024-03-17,2024,NE,Dodrio,85,#A89078
2024-03-17,2024,NH,Parasect,47,#A8B820
2024-03-17,2024,NJ,Seel,86,#B8B8D0
2024-03-17,2024,NM,Electrode,101,#F8D030
2024-03-17,2024,NV,Jigglypuff,39,#F8A8B8
2024-03-17,2024,NY,Seel,86,#B8B8D0
2024-03-17,2024,OH,Seel,86,#B8B8D0
2024-03-17,2024,OK,Ditto,132,#F8A8B8
2024-03-17,2024,OR,Oddish,43,#78C850
2024-03-17,2024,PA,Ditto,132,#F8A8B8
2024-03-17,2024,RI,Hypno,97,#E0C068
2024-03-17,2024,SC,Ditto,132,#F8A8B8
2024-03-17,2024,SD,Seel,86,#B8B8D0
2024-03-17,2024,TN,Seel,86,#B8B8D0
2024-03-17,2024,TX,Electrode,101,#F8D030
2024-03-17,2024,UT,Seel,86,#B8B8D0
2024-03-17,2024,VA,Persian,53,#A89078
2024-03-17,2024,VT,Seel,86,#B8B8D0
2024-03-17,2024,WA,Seaking,119,#F08030
2024-03-17,2024,WI,Parasect,47,#A8B820
2024-03-17,2024,WV,Ditto,132,#F8A8B8
2024-03-17,2024,WY,Electrode,101,#F8D030
2024-03-24,2024,AK,Mewtwo,150,#B8B8D0
2024-03-24,2024,AL,Ditto,132,#F8A8B8
2024-03-24,2024,AR,Ditto,132,#F8A8B8
2024-03-24,2024,AZ,Seel,86,#B8B8D0
2024-03-24,2024,CA,Mewtwo,150,#B8B8D0
2024-03-24,2024,CO,Seel,86,#B8B8D0
2024-03-24,2024,CT,Tangela,114,#78C850
2024-03-24,2024,DC,Tangela,114,#78C850
2024-03-24,2024,DE,Onix,95,#B8A038
2024-03-24,2024,FL,Mewtwo,150,#B8B8D0
2024-03-24,2024,GA,Tangela,114,#78C850
2024-03-24,2024,HI,Mewtwo,150,#B8B8D0
2024-03-24,2024,IA,Tangela,114,#78C850
2024-03-24,2024,ID,Mewtwo,150,#B8B8D0
2024-03-24,2024,IL,Mewtwo,150,#B8B8D0
2024-03-24,2024,IN,Ditto,132,#F8A8B8
2024-03-24,2024,KS,Ditto,132,#F8A8B8
2024-03-24,2024,KY,Ditto,132,#F8A8B8
2024-03-24,2024,LA,Tangela,114,#78C850
2024-03-24,2024,MA,Seel,86,#B8B8D0
2024-03-24,2024,MD,Tangela,114,#78C850
2024-03-24,2024,ME,Hypno,97,#E0C068
2024-03-24,2024,MI,Seel,86,#B8B8D0
2024-03-24,2024,MN,Ditto,132,#F8A8B8
2024-03-24,2024,MO,Ditto,132,#F8A8B8
2024-03-24,2024,MS,Ditto,132,#F8A8B8
2024-03-24,2024,MT,Seel,86,#B8B8D0
2024-03-24,2024,NC,Tangela,114,#78C850
2024-03-24,2024,ND,Ditto,132,#F8A8B8
2024-03-24,2024,NE,Mewtwo,150,#B8B8D0
2024-03-24,2024,NH,Hypno,97,#E0C068
2024-03-24,2024,NJ,Mewtwo,150,#B8B8D0
2024-03-24,2024,NM,Mewtwo,150,#B8B8D0
2024-03-24,2024,NV,Mewtwo,150,#B8B8D0
2024-03-24,2024,NY,Ditto,132,#F8A8B8
2024-03-24,2024,OH,Seel,86,#B8B8D0
2024-03-24,2024,OK,Ditto,132,#F8A8B8
2024-03-24,2024,OR,Ditto,132,#F8A8B8
2024-03-24,2024,PA,Ditto,132,#F8A8B8
2024-03-24,2024,RI,Hypno,97,#E0C068
2024-03-24,2024,SC,Ditto,132,#F8A8B8
2024-03-24,2024,SD,Ditto,132,#F8A8B8
2024-03-24,2024,TN,Seel,86,#B8B8D0
2024-03-24,2024,TX,Mewtwo,150,#B8B8D0
2024-03-24,2024,UT,Seel,86,#B8B8D0
2024-03-24,2024,VA,Ditto,132,#F8A8B8
2024-03-24,2024,VT,Seel,86,#B8B8D0
2024-03-24,2024,WA,Seel,86,#B8B8D0
2024-03-24,2024,WI,Mewtwo,150,#B8B8D0
2024-03-24,2024,WV,Ditto,132,#F8A8B8
2024-03-24,2024,WY,Electrode,101,#F8D030
2024-03-31,2024,AK,Zubat,41,#705898
2024-03-31,2024,AL,Ditto,132,#F8A8B8
2024-03-31,2024,AR,Zubat,41,#705898
2024-03-31,2024,AZ,Venomoth,49,#A040A0
2024-03-31,2024,CA,Persian,53,#A89078
2024-03-31,2024,CO,Seel,86,#B8B8D0
2024-03-31,2024,CT,Tangela,114,#78C850
2024-03-31,2024,DC,Seaking,119,#F08030
2024-03-31,2024,DE,Onix,95,#B8A038
2024-03-31,2024,FL,Onix,95,#B8A038
2024-03-31,2024,GA,Tangela,114,#78C850
2024-03-31,2024,HI,Venomoth,49,#A040A0
2024-03-31,2024,IA,Venomoth,49,#A040A0
2024-03-31,2024,ID,Electrode,101,#F8D030
2024-03-31,2024,IL,Ditto,132,#F8A8B8
2024-03-31,2024,IN,Venomoth,49,#A040A0
2024-03-31,2024,KS,Ditto,132,#F8A8B8
2024-03-31,2024,KY,Venomoth,49,#A040A0
2024-03-31,2024,LA,Venomoth,49,#A040A0
2024-03-31,2024,MA,Electrode,101,#F8D030
2024-03-31,2024,MD,Seaking,119,#F08030
2024-03-31,2024,ME,Zubat,41,#705898
2024-03-31,2024,MI,Seel,86,#B8B8D0
2024-03-31,2024,MN,Zubat,41,#705898
2024-03-31,2024,MO,Zubat,41,#705898
2024-03-31,2024,MS,Ditto,132,#F8A8B8
2024-03-31,2024,MT,Seel,86,#B8B8D0
2024-03-31,2024,NC,Zubat,41,#705898
2024-03-31,2024,ND,Tauros,128,#A89078
2024-03-31,2024,NE,Zubat,41,#705898
2024-03-31,2024,NH,Hypno,97,#E0C068
2024-03-31,2024,NJ,Venomoth,49,#A040A0
2024-03-31,2024,NM,Zubat,41,#705898
2024-03-31,2024,NV,Hypno,97,#E0C068
2024-03-31,2024,NY,Seel,86,#B8B8D0
2024-03-31,2024,OH,Venomoth,49,#A040A0
2024-03-31,2024,OK,Ditto,132,#F8A8B8
2024-03-31,2024,OR,Venomoth,49,#A040A0
2024-03-31,2024,PA,Venomoth,49,#A040A0
2024-03-31,2024,RI,Golbat,42,#705898
2024-03-31,2024,SC,Venomoth,49,#A040A0
2024-03-31,2024,SD,Zubat,41,#705898
2024-03-31,2024,TN,Zubat,41,#705898
2024-03-31,2024,TX,Electrode,101,#F8D030
2024-03-31,2024,UT,Seel,86,#B8B8D0
2024-03-31,2024,VA,Venomoth,49,#A040A0
2024-03-31,2024,VT,Seel,86,#B8B8D0
2024-03-31,2024,WA,Venomoth,49,#A040A0
2024-03-31,2024,WI,Electrode,101,#F8D030
2024-03-31,2024,WV,Zubat,41,#705898
2024-03-31,2024,WY,Zubat,41,#705898
2024-04-07,2024,AK,Onix,95,#B8A038
2024-04-07,2024,AL,Ditto,132,#F8A8B8
2024-04-07,2024,AR,Pinsir,127,#78C850
2024-04-07,2024,AZ,Pinsir,127,#78C850
2024-04-07,2024,CA,Pinsir,127,#78C850
2024-04-07,2024,CO,Pinsir,127,#78C850
2024-04-07,2024,CT,Pinsir,127,#78C850
2024-04-07,2024,DC,Tangela,114,#78C850
2024-04-07,2024,DE,Onix,95,#B8A038
2024-04-07,2024,FL,Pinsir,127,#78C850
2024-04-07,2024,GA,Tangela,114,#78C850
2024-04-07,2024,HI,Pinsir,127,#78C850
2024-04-07,2024,IA,Pinsir,127,#78C850
2024-04-07,2024,ID,Electrode,101,#F8D030
2024-04-07,2024,IL,Pinsir,127,#78C850
2024-04-07,2024,IN,Pinsir,127,#78C850
2024-04-07,2024,KS,Ditto,132,#F8A8B8
2024-04-07,2024,KY,Ditto,132,#F8A8B8
2024-04-07,2024,LA,Pinsir,127,#78C850
2024-04-07,2024,MA,Pinsir,127,#78C850
2024-04-07,2024,MD,Pinsir,127,#78C850
2024-04-07,2024,ME,Pinsir,127,#78C850
2024-04-07,2024,MI,Pinsir,127,#78C850
2024-04-07,2024,MN,Pinsir,127,#78C850
2024-04-07,2024,MO,Pinsir,127,#78C850
2024-04-07,2024,MS,Ditto,132,#F8A8B8
2024-04-07,2024,MT,Pinsir,127,#78C850
2024-04-07,2024,NC,Pinsir,127,#78C850
2024-04-07,2024,ND,Electrode,101,#F8D030
2024-04-07,2024,NE,Dodrio,85,#A89078
2024-04-07,2024,NH,Hypno,97,#E0C068
2024-04-07,2024,NJ,Pinsir,127,#78C850
2024-04-07,2024,NM,Electrode,101,#F8D030
2024-04-07,2024,NV,Hypno,97,#E0C068
2024-04-07,2024,NY,Pinsir,127,#78C850
2024-04-07,2024,OH,Pinsir,127,#78C850
2024-04-07,2024,OK,Hypno,97,#E0C068
2024-04-07,2024,OR,Pinsir,127,#78C850
2024-04-07,2024,PA,Pinsir,127,#78C850
2024-04-07,2024,RI,Pinsir,127,#78C850
2024-04-07,2024,SC,Pinsir,127,#78C850
2024-04-07,2024,SD,Onix,95,#B8A038
2024-04-07,2024,TN,Pinsir,127,#78C850
2024-04-07,2024,TX,Pinsir,127,#78C850
2024-04-07,2024,UT,Onix,95,#B8A038
2024-04-07,2024,VA,Pinsir,127,#78C850
2024-04-07,2024,VT,Raticate,20,#A89078
2024-04-07,2024,WA,Pinsir,127,#78C850
2024-04-07,2024,WI,Pinsir,127,#78C850
2024-04-07,2024,WV,Pinsir,127,#78C850
2024-04-07,2024,WY,Electrode,101,#F8D030
2024-04-14,2024,AK,Beedrill,15,#A8B820
2024-04-14,2024,AL,Ditto,132,#F8A8B8
2024-04-14,2024,AR,Pinsir,127,#78C850
2024-04-14,2024,AZ,Pinsir,127,#78C850
2024-04-14,2024,CA,Kakuna,14,#A8B820
2024-04-14,2024,CO,Pinsir,127,#78C850
2024-04-14,2024,CT,Pinsir,127,#78C850
2024-04-14,2024,DC,Seaking,119,#F08030
2024-04-14,2024,DE,Weepinbell,70,#78C850
2024-04-14,2024,FL,Pinsir,127,#78C850
2024-04-14,2024,GA,Tangela,114,#78C850
2024-04-14,2024,HI,Bellsprout,69,#78C850
2024-04-14,2024,IA,Electrode,101,#F8D030
2024-04-14,2024,ID,Electrode,101,#F8D030
2024-04-14,2024,IL,Pinsir,127,#78C850
2024-04-14,2024,IN,Pinsir,127,#78C850
2024-04-14,2024,KS,Electrode,101,#F8D030
2024-04-14,2024,KY,Weedle,13,#A8B820
2024-04-14,2024,LA,Pinsir,127,#78C850
2024-04-14,2024,MA,Pinsir,127,#78C850
2024-04-14,2024,MD,Pinsir,127,#78C850
2024-04-14,2024,ME,Pinsir,127,#78C850
2024-04-14,2024,MI,Weedle,13,#A8B820
2024-04-14,2024,MN,Weedle,13,#A8B820
2024-04-14,2024,MO,Pinsir,127,#78C850
2024-04-14,2024,MS,Spearow,21,#A89078
2024-04-14,2024,MT,Pinsir,127,#78C850
2024-04-14,2024,NC,Pinsir,127,#78C850
2024-04-14,2024,ND,Electrode,101,#F8D030
2024-04-14,2024,NE,Weedle,13,#A8B820
2024-04-14,2024,NH,Weedle,13,#A8B820
2024-04-14,2024,NJ,Weedle,13,#A8B820
2024-04-14,2024,NM,Electrode,101,#F8D030
2024-04-14,2024,NV,Bellsprout,69,#78C850
2024-04-14,2024,NY,Seel,86,#B8B8D0
2024-04-14,2024,OH,Pinsir,127,#78C850
2024-04-14,2024,OK,Bellsprout,69,#78C850
2024-04-14,2024,OR,Bellsprout,69,#78C850
2024-04-14,2024,PA,Pinsir,127,#78C850
2024-04-14,2024,RI,Pinsir,127,#78C850
2024-04-14,2024,SC,Pinsir,127,#78C850
2024-04-14,2024,SD,Drowzee,96,#E0C068
2024-04-14,2024,TN,Pinsir,127,#78C850
2024-04-14,2024,TX,Electrode,101,#F8D030
2024-04-14,2024,UT,Weedle,13,#A8B820
2024-04-14,2024,VA,Pinsir,127,#78C850
2024-04-14,2024,VT,Seel,86,#B8B8D0
2024-04-14,2024,WA,Pinsir,127,#78C850
2024-04-14,2024,WI,Pinsir,127,#78C850
2024-04-14,2024,WV,Weedle,13,#A8B820
2024-04-14,2024,WY,Electrode,101,#F8D030
2024-04-21,2024,AK,Growlithe,58,#F08030
2024-04-21,2024,AL,Ditto,132,#F8A8B8
2024-04-21,2024,AR,Nidorina,30,#A040A0
2024-04-21,2024,AZ,Nidoking,34,#A040A0
2024-04-21,2024,CA,Kakuna,14,#A8B820
2024-04-21,2024,CO,Growlithe,58,#F08030
2024-04-21,2024,CT,Growlithe,58,#F08030
2024-04-21,2024,DC,Oddish,43,#78C850
2024-04-21,2024,DE,Onix,95,#B8A038
2024-04-21,2024,FL,Onix,95,#B8A038
2024-04-21,2024,GA,Tangela,114,#78C850
2024-04-21,2024,HI,Nidorino,33,#A040A0
2024-04-21,2024,IA,Pidgey,16,#A89078
2024-04-21,2024,ID,Electrode,101,#F8D030
2024-04-21,2024,IL,Oddish,43,#78C850
2024-04-21,2024,IN,Nidorina,30,#A040A0
2024-04-21,2024,KS,Electrode,101,#F8D030
2024-04-21,2024,KY,Venonat,48,#A040A0
2024-04-21,2024,LA,Venomoth,49,#A040A0
2024-04-21,2024,MA,Nidorina,30,#A040A0
2024-04-21,2024,MD,Seaking,119,#F08030
2024-04-21,2024,ME,Venonat,48,#A040A0
2024-04-21,2024,MI,Nidorina,30,#A040A0
2024-04-21,2024,MN,Kadabra,64,#A040A0
2024-04-21,2024,MO,Growlithe,58,#F08030
2024-04-21,2024,MS,Spearow,21,#A89078
2024-04-21,2024,MT,Electrode,101,#F8D030
2024-04-21,2024,NC,Growlithe,58,#F08030
2024-04-21,2024,ND,Pidgey,16,#A89078
2024-04-21,2024,NE,Growlithe,58,#F08030
2024-04-21,2024,NH,Venonat,48,#A040A0
2024-04-21,2024,NJ,Growlithe,58,#F08030
2024-04-21,2024,NM,Electrode,101,#F8D030
2024-04-21,2024,NV,Pidgeotto,17,#A89078
2024-04-21,2024,NY,Nidorina,30,#A040A0
2024-04-21,2024,OH,Nidorina,30,#A040A0
2024-04-21,2024,OK,Growlithe,58,#F08030
2024-04-21,2024,OR,Nidorina,30,#A040A0
2024-04-21,2024,PA,Nidorina,30,#A040A0
2024-04-21,2024,RI,Golbat,42,#705898
2024-04-21,2024,SC,Nidoking,34,#A040A0
2024-04-21,2024,SD,Drowzee,96,#E0C068
2024-04-21,2024,TN,Pidgeotto,17,#A89078
2024-04-21,2024,TX,Electrode,101,#F8D030
2024-04-21,2024,UT,Nidorina,30,#A040A0
2024-04-21,2024,VA,Nidorina,30,#A040A0
2024-04-21,2024,VT,Tentacool,72,#6890F0
2024-04-21,2024,WA,Growlithe,58,#F08030
2024-04-21,2024,WI,Nidorina,30,#A040A0
2024-04-21,2024,WV,Growlithe,58,#F08030
2024-04-21,2024,WY,Geodude,74,#B8A038
2024-04-28,2024,AK,Alakazam,65,#A040A0
2024-04-28,2024,AL,Ditto,132,#F8A8B8
2024-04-28,2024,AR,Nidorina,30,#A040A0
2024-04-28,2024,AZ,Alakazam,65,#A040A0
2024-04-28,2024,CA,Alakazam,65,#A040A0
2024-04-28,2024,CO,Seel,86,#B8B8D0
2024-04-28,2024,CT,Pinsir,127,#78C850
2024-04-28,2024,DC,Seaking,119,#F08030
2024-04-28,2024,DE,Ekans,23,#A040A0
2024-04-28,2024,FL,Nidorina,30,#A040A0
2024-04-28,2024,GA,Tangela,114,#78C850
2024-04-28,2024,HI,Clefairy,35,#F8A8B8
2024-04-28,2024,IA,Alakazam,65,#A040A0
2024-04-28,2024,ID,Clefairy,35,#F8A8B8
2024-04-28,2024,IL,Pinsir,127,#78C850
2024-04-28,2024,IN,Nidorina,30,#A040A0
2024-04-28,2024,KS,Nidorina,30,#A040A0
2024-04-28,2024,KY,Venomoth,49,#A040A0
2024-04-28,2024,LA,Venomoth,49,#A040A0
2024-04-28,2024,MA,Nidorina,30,#A040A0
2024-04-28,2024,MD,Seaking,119,#F08030
2024-04-28,2024,ME,Oddish,43,#78C850
2024-04-28,2024,MI,Nidorina,30,#A040A0
2024-04-28,2024,MN,Nidorina,30,#A040A0
2024-04-28,2024,MO,Nidorina,30,#A040A0
2024-04-28,2024,MS,Spearow,21,#A89078
2024-04-28,2024,MT,Pinsir,127,#78C850
2024-04-28,2024,NC,Pinsir,127,#78C850
2024-04-28,2024,ND,Clefable,36,#F8A8B8
2024-04-28,2024,NE,Dodrio,85,#A89078
2024-04-28,2024,NH,Oddish,43,#78C850
2024-04-28,2024,NJ,Venomoth,49,#A040A0
2024-04-28,2024,NM,Nidorina,30,#A040A0
2024-04-28,2024,NV,Oddish,43,#78C850
2024-04-28,2024,NY,Nidorina,30,#A040A0
2024-04-28,2024,OH,Nidorina,30,#A040A0
2024-04-28,2024,OK,Growlithe,58,#F08030
2024-04-28,2024,OR,Nidorina,30,#A040A0
2024-04-28,2024,PA,Nidorina,30,#A040A0
2024-04-28,2024,RI,Pinsir,127,#78C850
2024-04-28,2024,SC,Venomoth,49,#A040A0
2024-04-28,2024,SD,Abra,63,#A040A0
2024-04-28,2024,TN,Pinsir,127,#78C850
2024-04-28,2024,TX,Electrode,101,#F8D030
2024-04-28,2024,UT,Nidorina,30,#A040A0
2024-04-28,2024,VA,Nidorina,30,#A040A0
2024-04-28,2024,VT,Vileplume,45,#78C850
2024-04-28,2024,WA,Venomoth,49,#A040A0
2024-04-28,2024,WI,Nidorina,30,#A040A0
2024-04-28,2024,WV,Growlithe,58,#F08030
2024-04-28,2024,WY,Electrode,101,#F8D030
2024-05-05,2024,AK,Poliwhirl,61,#6890F0
2024-05-05,2024,AL,Ditto,132,#F8A8B8
2024-05-05,2024,AR,Hitmonchan,107,#A89078
2024-05-05,2024,AZ,Hitmonchan,107,#A89078
2024-05-05,2024,CA,Alakazam,65,#A040A0
2024-05-05,2024,CO,Seel,86,#B8B8D0
2024-05-05,2024,CT,Sandslash,28,#E0C068
2024-05-05,2024,DC,Oddish,43,#78C850
2024-05-05,2024,DE,Poliwhirl,61,#6890F0
2024-05-05,2024,FL,Hitmonlee,106,#A89078
2024-05-05,2024,GA,Tangela,114,#78C850
2024-05-05,2024,HI,Sandshrew,27,#E0C068
2024-05-05,2024,IA,Sandshrew,27,#E0C068
2024-05-05,2024,ID,Sandshrew,27,#E0C068
2024-05-05,2024,IL,Alakazam,65,#A040A0
2024-05-05,2024,IN,Hitmonchan,107,#A89078
2024-05-05,2024,KS,Ditto,132,#F8A8B8
2024-05-05,2024,KY,Spearow,21,#A89078
2024-05-05,2024,LA,Hitmonchan,107,#A89078
2024-05-05,2024,MA,Alakazam,65,#A040A0
2024-05-05,2024,MD,Seaking,119,#F08030
2024-05-05,2024,ME,Hitmonlee,106,#A89078
2024-05-05,2024,MI,Seel,86,#B8B8D0
2024-05-05,2024,MN,Hitmonchan,107,#A89078
2024-05-05,2024,MO,Spearow,21,#A89078
2024-05-05,2024,MS,Spearow,21,#A89078
2024-05-05,2024,MT,Sandshrew,27,#E0C068
2024-05-05,2024,NC,Hitmonchan,107,#A89078
2024-05-05,2024,ND,Sandshrew,27,#E0C068
2024-05-05,2024,NE,Sandslash,28,#E0C068
2024-05-05,2024,NH,Hitmonlee,106,#A89078
2024-05-05,2024,NJ,Hitmonchan,107,#A89078
2024-05-05,2024,NM,Alakazam,65,#A040A0
2024-05-05,2024,NV,Hitmonchan,107,#A89078
2024-05-05,2024,NY,Seel,86,#B8B8D0
2024-05-05,2024,OH,Sandshrew,27,#E0C068
2024-05-05,2024,OK,Growlithe,58,#F08030
2024-05-05,2024,OR,Spearow,21,#A89078
2024-05-05,2024,PA,Hitmonlee,106,#A89078
2024-05-05,2024,RI,Hitmonchan,107,#A89078
2024-05-05,2024,SC,Poliwag,60,#6890F0
2024-05-05,2024,SD,Poliwrath,62,#6890F0
2024-05-05,2024,TN,Seel,86,#B8B8D0
2024-05-05,2024,TX,Electrode,101,#F8D030
2024-05-05,2024,UT,Seel,86,#B8B8D0
2024-05-05,2024,VA,Alakazam,65,#A040A0
2024-05-05,2024,VT,Tentacool,72,#6890F0
2024-05-05,2024,WA,Hitmonchan,107,#A89078
2024-05-05,2024,WI,Poliwag,60,#6890F0
2024-05-05,2024,WV,Sandshrew,27,#E0C068
2024-05-05,2024,WY,Sandshrew,27,#E0C068
2024-05-12,2024,AK,Ekans,23,#A040A0
2024-05-12,2024,AL,Ditto,132,#F8A8B8
2024-05-12,2024,AR,Nidorina,30,#A040A0
2024-05-12,2024,AZ,Seel,86,#B8B8D0
2024-05-12,2024,CA,Caterpie,10,#A8B820
2024-05-12,2024,CO,Seel,86,#B8B8D0
2024-05-12,2024,CT,Seel,86,#B8B8D0
2024-05-12,2024,DC,Oddish,43,#78C850
2024-05-12,2024,DE,Caterpie,10,#A8B820
2024-05-12,2024,FL,Caterpie,10,#A8B820
2024-05-12,2024,GA,Tangela,114,#78C850
2024-05-12,2024,HI,Golbat,42,#705898
2024-05-12,2024,IA,Alakazam,65,#A040A0
2024-05-12,2024,ID,Caterpie,10,#A8B820
2024-05-12,2024,IL,Caterpie,10,#A8B820
2024-05-12,2024,IN,Caterpie,10,#A8B820
2024-05-12,2024,KS,Ditto,132,#F8A8B8
2024-05-12,2024,KY,Venonat,48,#A040A0
2024-05-12,2024,LA,Venomoth,49,#A040A0
2024-05-12,2024,MA,Nidorina,30,#A040A0
2024-05-12,2024,MD,Kabuto,140,#B8A038
2024-05-12,2024,ME,Venonat,48,#A040A0
2024-05-12,2024,MI,Seel,86,#B8B8D0
2024-05-12,2024,MN,Kadabra,64,#A040A0
2024-05-12,2024,MO,Caterpie,10,#A8B820
2024-05-12,2024,MS,Spearow,21,#A89078
2024-05-12,2024,MT,Seel,86,#B8B8D0
2024-05-12,2024,NC,Caterpie,10,#A8B820
2024-05-12,2024,ND,Tauros,128,#A89078
2024-05-12,2024,NE,Caterpie,10,#A8B820
2024-05-12,2024,NH,Parasect,47,#A8B820
2024-05-12,2024,NJ,Caterpie,10,#A8B820
2024-05-12,2024,NM,Caterpie,10,#A8B820
2024-05-12,2024,NV,Caterpie,10,#A8B820
2024-05-12,2024,NY,Seel,86,#B8B8D0
2024-05-12,2024,OH,Caterpie,10,#A8B820
2024-05-12,2024,OK,Caterpie,10,#A8B820
2024-05-12,2024,OR,Nidorina,30,#A040A0
2024-05-12,2024,PA,Caterpie,10,#A8B820
2024-05-12,2024,RI,Golbat,42,#705898
2024-05-12,2024,SC,Caterpie,10,#A8B820
2024-05-12,2024,SD,Abra,63,#A040A0
2024-05-12,2024,TN,Seel,86,#B8B8D0
2024-05-12,2024,TX,Caterpie,10,#A8B820
2024-05-12,2024,UT,Caterpie,10,#A8B820
2024-05-12,2024,VA,Caterpie,10,#A8B820
2024-05-12,2024,VT,Vileplume,45,#78C850
2024-05-12,2024,WA,Caterpie,10,#A8B820
2024-05-12,2024,WI,Nidorina,30,#A040A0
2024-05-12,2024,WV,Caterpie,10,#A8B820
2024-05-12,2024,WY,Butterfree,12,#A8B820
2024-05-19,2024,AK,Onix,95,#B8A038
2024-05-19,2024,AL,Ditto,132,#F8A8B8
2024-05-19,2024,AR,Nidorina,30,#A040A0
2024-05-19,2024,AZ,Pinsir,127,#78C850
2024-05-19,2024,CA,Persian,53,#A89078
2024-05-19,2024,CO,Seel,86,#B8B8D0
2024-05-19,2024,CT,Pinsir,127,#78C850
2024-05-19,2024,DC,Seaking,119,#F08030
2024-05-19,2024,DE,Cloyster,91,#705898
2024-05-19,2024,FL,Onix,95,#B8A038
2024-05-19,2024,GA,Tangela,114,#78C850
2024-05-19,2024,HI,Nidorino,33,#A040A0
2024-05-19,2024,IA,Nidorino,33,#A040A0
2024-05-19,2024,ID,Rhydon,112,#B8A038
2024-05-19,2024,IL,Pinsir,127,#78C850
2024-05-19,2024,IN,Nidorina,30,#A040A0
2024-05-19,2024,KS,Ditto,132,#F8A8B8
2024-05-19,2024,KY,Venonat,48,#A040A0
2024-05-19,2024,LA,Pinsir,127,#78C850
2024-05-19,2024,MA,Nidorino,33,#A040A0
2024-05-19,2024,MD,Seaking,119,#F08030
2024-05-19,2024,ME,Venonat,48,#A040A0
2024-05-19,2024,MI,Seel,86,#B8B8D0
2024-05-19,2024,MN,Kadabra,64,#A040A0
2024-05-19,2024,MO,Nidorino,33,#A040A0
2024-05-19,2024,MS,Cloyster,91,#705898
2024-05-19,2024,MT,Pinsir,127,#78C850
2024-05-19,2024,NC,Pinsir,127,#78C850
2024-05-19,2024,ND,Tauros,128,#A89078
2024-05-19,2024,NE,Onix,95,#B8A038
2024-05-19,2024,NH,Venonat,48,#A040A0
2024-05-19,2024,NJ,Seel,86,#B8B8D0
