president,num_rel,num_abs,year,exec_order_signed_date,title
Herbert Hoover,666,5736,1931,Oct. 20,"Philippine Islands, Land Withdrawal for Military Purposes"
Herbert Hoover,667,5737,1931,Oct. 22,"Consular Regulations, Amendment"
Herbert Hoover,668,5738,1931,Oct. 29,"Louise A. Gallivan, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,669,5739,1931,Oct. 30,"Idaho, Restoration of Lands Withdrawn for Power Site Reserve No. 117"
Herbert Hoover,670,5740,1931,Oct. 31,"St. Marks Migratory Bird Refuge, Florida, Establishment"
Herbert Hoover,671,5741,1931,Nov. 02,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,672,5742,1931,Nov. 03,"William C. White, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,673,5743,1931,Nov. 07,"Arkansas, Revocation of Lands Withdrawn for Classification and Such Lands Opened to Entry"
Herbert Hoover,674,5744,1931,Nov. 07,"Colorado, Restoration of Lands Withdrawn for Power Site Reserve No. 2"
Herbert Hoover,675,5745,1931,Nov. 07,"Wyoming, Restoration of Lands Withdrawn for Power Site Reserves No. 5 and 30"
Herbert Hoover,676,5746,1931,Nov. 10,"Yakima Indian Reservation, Washington, Extension of Trust Period on Allotments"
Herbert Hoover,677,5747,1931,Nov. 11,"Big Lake Bird Reservation, Arkansas, Exclusion of Lands from, and an Addition of Other Lands"
Herbert Hoover,678,5748,1931,Nov. 12,"Savannah River Bird Refuge, S.C., Abolished and the Savannah River Wildlife Refuge, Ga., S.C., Established"
Herbert Hoover,679,5749,1931,Nov. 20,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Restored to the Rio Grande National Forest"
Herbert Hoover,680,5750,1931,Nov. 23,"California, Revocation of Lands Withdrawn for Lighthouse Purposes"
Herbert Hoover,681,5751,1931,Dec. 03,"Colorado, Land Withdrawal for Classification"
Herbert Hoover,682,5752,1931,Dec. 03,"New Mexico, Transfer of Lands from Datil National Forest to Cibola National Forest and the Name of Manzano National Forest Changed to Cibola National Forest"
Herbert Hoover,683,5753,1931,Dec. 07,"Civil Service Rule VII, Section 2, Amendment"
Herbert Hoover,684,5754,1931,Dec. 07,"Alaska, Land Withdrawal for Public Water Reserve No. 144"
Herbert Hoover,685,5755,1931,Dec. 10,"Mississippi, Land Withdrawal for Classification and Possible Inclusion in a National Forest"
Herbert Hoover,686,5756,1931,Dec. 16,"Montana, Transfer of Lands from Lewis and Clark National Forest to Helena National Forest"
Herbert Hoover,687,5757,1931,Dec. 16,"Montana, Transfer of Lands from Madison National Forest to Deerlodge National Forest and from Deerlodge National Forest to Beaverhead National Forest"
Herbert Hoover,688,5758,1931,Dec. 16,"Montana, Transfer of Lands from Lolo National Forest to Cabinet National Forest"
Herbert Hoover,689,5759,1931,Dec. 16,"Montana, Transfer of Lands from Madison, Missoula, and Helena National Forests to Deerlodge National Forest and Exclusion of Certain Lands from Deerlodge National Forest"
Herbert Hoover,690,5760,1931,Dec. 16,"Montana, Transfer of Lands from Madison National Forest to Gallatin National Forest"
Herbert Hoover,691,5761,1931,Dec. 16,"Montana, Transfer of Lands from Bitterroot and Missoula National Forests to Lolo National Forest"
Herbert Hoover,692,5762,1931,Dec. 18,"Florence F. Burton, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,693,5763,1931,Dec. 22,"Christmas, 1931"
Herbert Hoover,694,5764,1931,Dec. 22,"Civil Service Rule V, Section 4, Amendment"
Herbert Hoover,695,5765,1931,Dec. 24,"New Mexico, Transfer of Lands from Datil National Forest to Gila National Forest"
Herbert Hoover,696,5766,1931,Dec. 30,"Yetta B. Floyd, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,697,5767,1931,Dec. 30,"Hallie D. Stotler, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,698,5768,1931,Dec. 30,"Indian Reservations, Extension of Trust Period on Allotments"
Herbert Hoover,699,5769,1931,Dec. 30,"Idaho, Restoration of Lands Withdrawn for Phosphate Reserve No. 9, Idaho No. 2"
Herbert Hoover,700,5770,1931,Dec. 30,"Port Everglades, Florida, Designation as a Customs Port of Entry"
Herbert Hoover,701,5771,1932,Jan. 04,"Hawaii, Schofield Barracks Military Reservation, Restoration of Portion of Lands for a Road Right-of-way"
Herbert Hoover,702,5772,1932,Jan. 11,"Uintah Railway Co., Authorization for a Railroad Right-of-way Across Lands Withdrawn in Utah"
Herbert Hoover,703,5773,1932,Jan. 11,"Consular Regulations, Amendment"
Herbert Hoover,704,5774,1932,Jan. 13,"Civil Service Rules, Schedule A, Subdivision XVIII, Paragraph 12, Amendment"
Herbert Hoover,705,5775,1932,Jan. 15,"Miners in the Bureau of Mines, Transferred from the Noncompetitive to the Competitive Service"
Herbert Hoover,706,5776,1932,Jan. 18,"Civil Service Rule VI, Paragraph 1, Amendment"
Herbert Hoover,707,5777,1932,Jan. 19,"Civil Service Rules, Schedule B, Subdivision IV, Paragraph 3, Amendment"
Herbert Hoover,708,5778,1932,Jan. 19,"Payment of Prevailing Rate of Wages in Public Building Contracts, Stipulations"
Herbert Hoover,709,5779,1932,Jan. 21,"Tongass National Forest, Alaska, Exclusion of Lands From, and Such Lands Opened to Entry"
Herbert Hoover,710,5780,1932,Jan. 25,"Arizona and Utah, Restoration of Lands Withdrawn for Public Water Reserve No. 34, Arizona No. 5 and Public Water Reserve No. 1, Utah No. 1"
Herbert Hoover,711,5781,1932,Jan. 28,"Florence C. Brock, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,712,5782,1932,Jan. 28,"Hutton Lake Migratory Bird Refuge, Wyo., Enlargement"
Herbert Hoover,713,5783,1932,Jan. 29,"Bamforth Lake Migratory Bird Refuge, Wyo., Enlargement"
Herbert Hoover,714,5784,1932,Jan. 29,"Alaska, Land Withdrawal for Use by the Alaska Road Commission"
Herbert Hoover,715,5785,1932,Jan. 29,"New Mexico, Revocation of Lands Withdrawn for Resurvcy"
Herbert Hoover,716,5786,1932,Jan. 30,"Defensive Sea Area Off the Coast of North Carolina, Establishment"
Herbert Hoover,717,5787,1932,Feb. 02,"Civil Service Rules, Schedule A, Subdivision Vi, Amendment"
Herbert Hoover,718,5788,1932,Feb. 02,"Panama Canal Zone, Regulations Governing the Size, Weight, and Speed of Motor Vehicles on Public Highways"
Herbert Hoover,719,5789,1932,Feb. 02,"California, Land Withdrawal for Resurvey"
Herbert Hoover,720,5790,1932,Feb. 02,"New Mexico, Land Withdrawal for Resurvey"
Herbert Hoover,721,5791,1932,Feb. 02,"Colorado, Land Withdrawal for Resurvey"
Herbert Hoover,722,5792,1932,Feb. 02,"Nevada, Land Withdrawal for Resurvey"
Herbert Hoover,723,5793,1932,Feb. 03,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,724,5794,1932,Feb. 05,"California, Land Withdrawal for a Lookout Station"
Herbert Hoover,725,5795,1932,Feb. 09,"Wyoming, Restoration of Lands Withdrawn for Power Site Reserve No. 190"
Herbert Hoover,726,5796,1932,Feb. 10,"Illinois and Wisconsin, Land Withdrawal for Classification and Pending Legislation"
Herbert Hoover,727,5797,1932,Feb. 11,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,728,5798,1932,Feb. 11,"Oregon, Restoration of Lands Withdrawn for Power Site Reserve No. 660"
Herbert Hoover,729,5799,1932,Feb. 15,"Mcclellan Peak Lookout Site, Nev., Land Withdrawal for the Administration of Tahoe National Forest"
Herbert Hoover,730,5800,1932,Feb. 17,"Montana, Transfer of Lands from Gallatin and Beartooth National Forests to Absaroka National Forest"
Herbert Hoover,731,5801,1932,Feb. 17,"Montana and South Dakota, Transfer of Lands from Absaroka and Beartooth National Forests to Custer National Forest"
Herbert Hoover,732,5802,1932,Feb. 17,"Sinclair A. Wilson, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,733,5803,1932,Feb. 19,"Oregon, Land Withdrawal for a Fish Cultural Station"
Herbert Hoover,734,5804,1932,Feb. 23,"Ann Halloran, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,735,5805,1932,Feb. 23,"New Mexico, Land Withdrawal for Resurvey"
Herbert Hoover,736,5806,1932,Feb. 25,"Alaska, Restoration of Lands Withdrawn for Town Site Purposes and Such Lands to Be Used for an Airport"
Herbert Hoover,737,5807,1932,Feb. 25,"Colorado, Land Withdrawal for Resurvey"
Herbert Hoover,738,5808,1932,Feb. 25,"Long Lake Migratory Bird Refuge, N. Dak., Enlargement"
Herbert Hoover,739,5809,1932,Feb. 27,"New Mexico, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in the Santa Fe National Forest"
Herbert Hoover,740,5810,1932,Feb. 27,"Utah, Revocation of Lands Withdrawn for Resurvey"
Herbert Hoover,741,5811,1932,Feb. 27,"Wanda Coolidge Carver, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,742,5812,1932,Feb. 29,"Consular Regulations, Amendment"
Herbert Hoover,743,5813,1932,Feb. 29,"Alaska, Land Withdrawal for Investigation, Examination, and Classification of Coal Lands"
Herbert Hoover,744,5814,1932,Mar. 01,"Ocala National Forest and Ocala National Game Refuge, Fla., Enlargements"
Herbert Hoover,745,5815,1932,Mar. 09,"Alaska, Land Withdrawal for Investigation, Examination, and Classification of Coal Lands"
Herbert Hoover,746,5816,1932,Mar. 09,"Montana, Restoration of Lands Withdrawn for Power Site Reserve No. 155"
Herbert Hoover,747,5817,1932,Mar. 10,"Civil Service Rules, Schedule B, Subdivision III, Paragraph 2, Amendment"
Herbert Hoover,748,5818,1932,Mar. 10,"Washington, Land Withdrawal for Classification and Possible Inclusion in a Migratory Bird Refuge"
Herbert Hoover,749,5819,1932,Mar. 12,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,750,5820,1932,Mar. 16,"Arkansas, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Ouachita National Forest"
Herbert Hoover,751,5821,1932,Mar. 17,"Joseph H. Hopkins, Suspension of Age Limit Requirement to Permit Appointment"
Herbert Hoover,752,5822,1932,Mar. 19,"Fred Scott, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,753,5823,1932,Mar. 21,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,754,5824,1932,Mar. 22,"Income Tax Returns, Inspection"
Herbert Hoover,755,5825,1932,Mar. 26,"Foreign Service, Leaves of Absence"
Herbert Hoover,756,5826,1932,Mar. 28,"Colorado National Forest, Colo., Name Changed to Theodore Roosevelt National Forest"
Herbert Hoover,757,5827,1932,Mar. 28,"California, Land Withdrawal for Military Purposes"
Herbert Hoover,758,5828,1932,Mar. 30,"Nevada, Land Withdrawal for Naval Ammunition Depot"
Herbert Hoover,759,5829,1932,Mar. 30,"New Mexico, Land Withdrawal for Resurvey"
Herbert Hoover,760,5830,1932,Apr. 04,"War Minerals Relief Act, Authorization Given the Secretary of the Interior to Appoint Persons, Without Compliance With Civil Service Rules, to Administer the Act"
Herbert Hoover,761,5831,1932,Apr. 04,"Ruth Bascot Dam, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,762,5832,1932,Apr. 07,"Fort St. Michael Military Reservation, Alaska, Reserved for Use by the Justice Department"
Herbert Hoover,763,5833,1932,Apr. 08,"Minnesota, Land Withdrawal for Classification and Possible Inclusion in a National Forest"
Herbert Hoover,764,5834,1932,Apr. 08,"Montana, Transfer of Lands from Jefferson National Forest to Lewis and Dark National Forest"
Herbert Hoover,765,5835,1932,Apr. 13,"Customs Ports of Entry, Extension of Limits: Ambrose, N. Dak.; St. John, N. Dak.; Noyes, Minn.; and Blaine, Wash."
Herbert Hoover,766,5836,1932,Apr. 13,"California and Nevada, Land Withdrawal Pending Definite Location of Right-of-way for Transmission Lines from Boulder Canyon Project to Los Angeles"
Herbert Hoover,767,5837,1932,Apr. 13,"Tariff of United States Consular Fees, Amendment"
Herbert Hoover,768,5838,1932,Apr. 18,"Oregon, Land Withdrawal Pending Legislation"
Herbert Hoover,769,5839,1932,Apr. 19,"Ralph A. Vestal, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,770,5840,1932,Apr. 21,"New Mexico, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Santa Fe National Forest"
Herbert Hoover,771,5841,1932,Apr. 23,"Suislaw National Forest, Oreg., Exclusion of Lands From"
Herbert Hoover,772,5842,1932,Apr. 28,"Emilio Del Toro, Designation As Acting Judge of the District Court of the United States for Porto Rico"
Herbert Hoover,773,5843,1932,Apr. 28,"California, Land Withdrawal for Classification and Pending Legislation, Revocation of Lands Withdrawn for Indian Allotments"
Herbert Hoover,774,5844,1932,Apr. 28,"Michigan, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Huron National Forest"
Herbert Hoover,775,5845,1932,Apr. 28,"Minnesota, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Superior National Forest"
Herbert Hoover,776,5846,1932,May 2,"Colorado, Land Withdrawal for Classification and Possible Inclusion in the Rocky Mountain National Park"
Herbert Hoover,777,5847,1932,May 19,"Warren Benjamin, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,778,5848,1932,May 16,"Tariff of United States Consular Fees, Amendment"
Herbert Hoover,779,5849,1932,May 19,"Panama Canal Zone, Lands Opposite Balboa, Transfer of Jurisdiction to the Navy Department for a Naval Base"
Herbert Hoover,780,5850,1932,May 25,"Tucson, Ariz., Municipal Aviation Field, Transfer of Jurisdiction to the Government for Military Purposes"
Herbert Hoover,781,5851,1932,May 28,"Nesta Stephens Long, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,782,5852,1932,June 1,"Gladys L. Knight, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,783,5853,1932,June 3,"George H. Rolfe, Suspension of Age Limit Requirement to Permit Examination"
Herbert Hoover,784,5854,1932,June 3,"Northern Pacific Halibut Fishery, Establishment of a Patrol for Protection"
Herbert Hoover,785,5855,1932,June 6,"June 6; Radio Frequencies, Assignment to Government Radio Stations"
Herbert Hoover,786,5855-,1932,June 6,"- Radio Frequencies, Assignment to Government Radio Stations"
Herbert Hoover,787,5856,1932,June 11,"Tongass National Forest, Alaska, Exclusion of Lands From, and Such Lands Opened to Entry"
Herbert Hoover,788,5857,1932,June 16,"Consular Regulations, Amendment"
Herbert Hoover,789,5858,1932,June 17,"Semidi Islands Wildlife Refuge, Alaska, Establishment"
Herbert Hoover,790,5859,1932,June 21,"Civil Service Rules, Schedule A, Subdivision III, Paragraph 10, Revocation"
Herbert Hoover,791,5860,1932,June 22,"Passports, Regulations Governing the Granting and Issuing"
Herbert Hoover,792,5861,1932,June 23,"Eugene R. Capozio, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,793,5862,1932,June 23,"Colorado, Land Withdrawal for Resurvey"
Herbert Hoover,794,5863,1932,June 23,"Nevada, Transfer of Lands from the Toiyabe National Forest to Nevada National Forest"
Herbert Hoover,795,5864,1932,June 23,"Oregon, Land Withdrawal for Lookout Station"
Herbert Hoover,796,5865,1932,June 27,Flight Regulations for Various Branches of the Military
Herbert Hoover,797,5866,1932,June 28,Rates of Pay and Allowances of Enlisted Personnel of the Various Services
Herbert Hoover,798,5867,1932,June 28,"Shenandoah National Forest, Virginia and West Virginia, Name Changed to George Washington National Forest, Virginia, and West Virginia"
Herbert Hoover,799,5868,1932,June 28,"California, Restoration of Lands Withdrawn for Reservoir Site Reserve No. 17"
Herbert Hoover,800,5869,1932,June 30,"Aliens, Documents Necessary to Enter the United States"
Herbert Hoover,801,5870,1932,June 30,"Government Travel Regulations, Standardization and Modification"
Herbert Hoover,802,5871,1932,June 30,"Sick Leave of Absence, Regulations Governing"
Herbert Hoover,803,5872,1932,June 30,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,804,5873,1932,June 30,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,805,5874,1932,June 30,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,806,5875,1932,June 30,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,807,5876,1932,June 30,"Montana, Restoration of Lands Withdrawn for Coal, Montana No. 7 and Montana No. 11"
Herbert Hoover,808,5877,1932,July 5,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,809,5878,1932,July 6,Rates of Rental and Subsistence Allowances for Officers of the Various Services
Herbert Hoover,810,5879,1932,July 7,"A. Blondell Howe, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,811,5880,1932,July 9,"Panama Canal Zone, Delimiting of Judicial Districts"
Herbert Hoover,812,5881,1932,July 9,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,813,5882,1932,July 9,"Crater National Forest, Oreg., Name Changed to Rogue River National Forest"
Herbert Hoover,814,5883,1932,July 11,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,815,5884,1932,July 11,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,816,5885,1932,July 12,"California National Forest, Calif., Name Changed to Mendocino National Forest"
Herbert Hoover,817,5886,1932,July 12,"Wyoming, Land Withdrawal for Resurvey"
Herbert Hoover,818,5887,1932,July 14,"Administrative Furloughs, Regulations Governing"
Herbert Hoover,819,5888,1932,July 16,"Panama Canal Zone, Regulations Governing the Transportation of Liquors Over Highways and Waterways"
Herbert Hoover,820,5889,1932,July 16,"San Carlos Indian Irrigation Project, Ariz., Land Withdrawal for Project"
Herbert Hoover,821,5890,1932,July 16,"California, Revocation of Lands Withdrawn for Air Mail Beacon Sites and Landing Fields"
Herbert Hoover,822,5891,1932,July 16,"Oregon, Land Withdrawal for Classification and Possible Inclusion in a Migratory Bird Refuge"
Herbert Hoover,823,5892,1932,July 20,"Radio Division of the Commerce Department, Transferred to the Federal Radio Commission"
Herbert Hoover,824,5893,1932,July 26,"Lamar Costello, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,825,5894,1932,July 26,"Colorado, Land Withdrawal for Resurvey"
Herbert Hoover,826,5895,1932,July 26,"Florida, Revocation of Lands Withdrawn for Resurvey"
Herbert Hoover,827,5896,1932,July 29,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,828,5897,1932,July 30,"William Bertrand Acker, Exemption from Compulsory Retirement"
Herbert Hoover,829,5898,1932,Aug. 02,"Arizona, Land Withdrawal Pending Legislation"
Herbert Hoover,830,5899,1932,Aug. 02,"Wyoming, Restoration of Lands Withdrawn for Public Water Reserve No. 2, Wyoming No. 1"
Herbert Hoover,831,5900,1932,Aug. 10,"Oregon, Land Withdrawal for Classification and Pending Legislation"
Herbert Hoover,832,5901,1932,Aug. 18,"Civil Service Rules, Schedule A, Subdivision Ix, Amendment"
Herbert Hoover,833,5902,1932,Aug. 18,"California, Land Withdrawal for Public Water Reserve No. 145"
Herbert Hoover,834,5903,1932,Aug. 18,"Nevada, Land Withdrawal for Classification and Possible Inclusion in a Migratory Bird Refuge"
Herbert Hoover,835,5904,1932,Aug. 18,"Wyoming, Land Withdrawal for Use by the Navy Department for Naval Petroleum Reserve No. 3"
Herbert Hoover,836,5905,1932,Aug. 18,"Sarah L. Curtiss, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,837,5906,1932,Aug. 18,"California, Federal Power Commission, Authorization to Issue a License for a Project on Reservoir Site Reserve No. 17"
Herbert Hoover,838,5907,1932,Aug. 18,"Montana, New Mexico, Oregon, and Wyoming, Land Withdrawal for Public Water Reserve No. 146"
Herbert Hoover,839,5908,1932,Aug. 22,"California, Restoration of Lands Withdrawn for Municipal Water Supply Purposes and Right-of-way for a Water Conduit for Los Angeles"
Herbert Hoover,840,5909,1932,Aug. 22,"New Mexico, Land Withdrawal for Classification and Possible Inclusion in a Wildlife Refuge"
Herbert Hoover,841,5910,1932,Aug. 23,"Tariff of United States Consular Fees, Amendment"
Herbert Hoover,842,5911,1932,Aug. 24,"John W. Gindcr, Exemption from Compulsory Retirement"
Herbert Hoover,843,5912,1932,Aug. 24,"John P. Mcdowell, Exemption from Compulsory Retirement"
Herbert Hoover,844,5913,1932,Aug. 25,"Hot Springs National Park, Ark., Reservation of Lots"
Herbert Hoover,845,5914,1932,Aug. 26,"Long Lake Migratory Bird Refuge, N. Dakota, Enlargement"
Herbert Hoover,846,5915,1932,Aug. 31,"California, Restoration of Lands Withdrawn for Power Site Reserve No. 471"
Herbert Hoover,847,5916,1932,Sept 02,"California, Restoration of Lands Withdrawn for Power Site Reserves No. 130, 238, and 387"
Herbert Hoover,848,5917,1932,Sept 02,"Albert D. Davis, Exemption from Compulsory Retirement"
Herbert Hoover,849,5918,1932,Sept 07,"Civil Service Commission, Authorization to Test the Qualifications of Applicants to the United States Military and Naval Academies"
Herbert Hoover,850,5919,1932,Sept 08,"Oregon, Restoration of Lands Withdrawn for Power Site Reserve No. 661"
Herbert Hoover,851,5920,1932,Sept 15,"New Mexico, Land Withdrawal for Resurvey"
Herbert Hoover,852,5921,1932,Sept 15,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,853,5922,1932,Sept 17,"Civil Service Rules, Schedule B, Amendment"
Herbert Hoover,854,5923,1932,Sept 20,"Oregon, Land Withdrawal for Resurvey"
Herbert Hoover,855,5924,1932,Sept 20,"Federal Employees, Dropped or Furloughed for Reduction of Force, Priority in the Filling of Vacancies"
Herbert Hoover,856,5925,1932,Sept 21,"Idaho, Transfer of Lands from Boise and Challis National Forests to Sawtooth National Forest and from Sawtooth National Forest to Boise National Forest"
Herbert Hoover,857,5926,1932,Sept 23,"Idaho, Restoration of Lands Withdrawn for Power Site Reserves No. 102, 295, and 668"
Herbert Hoover,858,5927,1932,Sept 28,"California, Restoration of Lands Withdrawn for Power Site Reserve No. 706"
Herbert Hoover,859,5928,1932,Sept 29,"La Pine Administrative Site, Oreg., Lands Reserved for the Forest Service for the Administration of Deschutes National Forest"
Herbert Hoover,860,5929,1932,Oct. 01,"Wisconsin, Land Withdrawal for Classification and Possible Inclusion in a National Forest"
Herbert Hoover,861,5930,1932,Oct. 06,"Civil Service Rules, Schedule A, Subdivision VII, Amendment"
Herbert Hoover,862,5931,1932,Oct. 08,"Round Top Military Reservation, Hawaii, Restoration of Lands Withdrawn for Right-of-way and Withdrawal of Other Lands for a Right-of-way"
Herbert Hoover,863,5932,1932,Oct. 10,"New Mexico, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,864,5933,1932,Oct. 10,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,865,5934,1932,Oct. 12,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,866,5935,1932,Oct. 14,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,867,5936,1932,Oct. 18,"California, Land Withdrawal for Classification and Possible Inclusion in a National Forest"
Herbert Hoover,868,5937,1932,Oct. 18,"Idaho, Restoration of Lands Withdrawn for Power Site Reserves No. 8 and 223"
Herbert Hoover,869,5938,1932,Oct. 24,"Harney National Forest, S. Dak., Enlargement"
Herbert Hoover,870,5939,1932,Oct. 25,"New Mexico, Revocation of Lands Withdrawn for Resurvey"
Herbert Hoover,871,5940,1932,Oct. 26,"William Bertrand Acker, Exemption from Compulsory Retirement"
Herbert Hoover,872,5941,1932,Oct. 26,"New Mexico, Restoration of Lands Withdrawn for Power Site Reserve No. 65"
Herbert Hoover,873,5942,1932,Oct. 29,"New Mexico, Land Withdrawal for Resurvey"
Herbert Hoover,874,5943,1932,Oct. 29,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,875,5944,1932,Nov. 01,"Nevada, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
Herbert Hoover,876,5945,1932,Nov. 03,"Tule Lake Wildlife Refuge, Calif., Establishment"
Herbert Hoover,877,5946,1932,Nov. 16,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,878,5947,1932,Nov. 16,"Tongass National Forest, Alaska, Exclusion of Lands From, and Such Lands Opened to Entry"
Herbert Hoover,879,5948,1932,Nov. 16,"Michigan, Modification of Lands Withdrawn Pending Legislation to Permit the State to Select Lands"
Herbert Hoover,880,5949,1932,Nov. 16,"Montana and Wyoming, Land Withdrawal for an Approach Road to Yellowstone National Park"
Herbert Hoover,881,5950,1932,Nov. 19,"Tongass National Forest, Alaska, Exclusion of Lands From, and Such Lands Opened to Entry"
Herbert Hoover,882,5951,1932,Nov. 22,"George R. Wales, Exemption from Compulsory Retirement"
Herbert Hoover,883,5952,1932,Nov. 23,"Army Rations, Kinds and Proportions"
Herbert Hoover,884,5953,1932,Nov. 23,"Indian Reservations, Extension of Trust Period on Allotments"
Herbert Hoover,885,5954,1932,Nov. 26,"Retirement, Compulsory, Exemption of Certain Individuals"
Herbert Hoover,886,5955,1932,Nov. 30,"Gertrude Lamb, Extension of Trust Period on Allotment"
Herbert Hoover,887,5956,1932,Dec. 01,"Instructions to Diplomatic Officers, Granting of Unsanctioned Political Asylum, Regulations"
Herbert Hoover,888,5957,1932,Dec. 07,"New Mexico, Restoration of Lands Withdrawn for Power Site Reserve No. 547"
Herbert Hoover,889,5958,1932,Dec. 08,"Arizona, Land Withdrawal for Resurvey"
Herbert Hoover,890,5959,1932,Dec. 09,"Administrative Accounting, Auditing, and Business Methods, Consolidation and Coordination of Governmental Activities"
Herbert Hoover,891,5960,1932,Dec. 09,"United States Commerce, Consolidation and Coordination of Governmental Activities"
Herbert Hoover,892,5961,1932,Dec. 09,"Labor Activities, Consolidation and Coordination of Governmental Activities"
Herbert Hoover,893,5962,1932,Dec. 09,"Interior Department, Consolidation and Grouping of Education, Health, and Recreation Activities"
Herbert Hoover,894,5963,1932,Dec. 09,"Land Utilization Agencies, Consolidation and Grouping in the Agriculture Department"
Herbert Hoover,895,5964,1932,Dec. 09,"Public Works Activities, Consolidation and Grouping in the Interior Department"
Herbert Hoover,896,5965,1932,Dec. 09,"Merchant Marine Activities, Consolidation and Grouping in the Commerce Department"
Herbert Hoover,897,5966,1932,Dec. 09,"Coast Guard Service, Unification of the Border Patrols, Combining of the Immigration Border Patrol and the Customs Border Patrol"
Herbert Hoover,898,5967,1932,Dec. 09,"Veterans' Administration, Transfer of Certain Functions to the Justice Department"
Herbert Hoover,899,5968,1932,Dec. 09,"Alien Property Custodian, Transfer of Duties, Powers, and Functions to the Justice Department"
Herbert Hoover,900,5969,1932,Dec. 09,"Employees' Compensation Commission, Transfer of Certain Functions to the Civil Service Commission"
Herbert Hoover,901,5970,1932,Dec. 13,"Income Tax Returns, Inspection"
Herbert Hoover,902,5971,1932,Dec. 14,"Utah, Revocation of Lands Withdrawn Pending Adjustment of Claims"
Herbert Hoover,903,5972,1932,Dec. 15,"Geraldine Rollins, Exemption from Civil Service Rules on Appointment"
Herbert Hoover,904,5973,1932,Dec. 15,"Consular Regulations, Amendment"
Herbert Hoover,905,5974,1932,Dec. 16,"Civil Service Rules, Schedule A, Subdivision III, Amendment"
Herbert Hoover,906,5975,1932,Dec. 16,"Oklahoma, Transfer of a Lot from the Custody of the Interior Department to the Treasury Department for a Federal Building Site"
Herbert Hoover,907,5976,1932,Dec. 16,"Washington, Land Withdrawal for Greenleaf Mountain Lookout Site"
Herbert Hoover,908,5977,1932,Dec. 19,"Executive Departments and Agencies, Closing in the District of Columbia, December 24 and 31, 1932"
Herbert Hoover,909,5978,1932,Dec. 19,"California, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry"
