president,num_rel,num_abs,year,exec_order_signed_date,title,start_date,num,days_in_office
Herbert Hoover,643,5713,1931,1931-09-14,"Wyoming, Coal Land Withdrawal, Wyoming No. 1, Modification to Permit the Withdrawal and Use of Lands for the Maintenance of Air Navigation Facilities",1929-03-04,31,925
Herbert Hoover,644,5714,1931,1931-09-15,"California, Land Withdrawal for Soldiers Mountain and Sugar Loaf Lookout Sites for the Administration of Shasta National Forest",1929-03-04,31,926
Herbert Hoover,645,5715,1931,1931-09-16,"Hawaii, Restoration of Portion of Barracks Lot Military Reservation",1929-03-04,31,927
Herbert Hoover,646,5716,1931,1931-09-16,"National Commission on Law Observance and Enforcement, Records Transferred to the Justice Department",1929-03-04,31,927
Herbert Hoover,647,5717,1931,1931-09-17,"California, Federal Power Commission, Authorization to Issue a License for a Project on Public Water Reserve No. 116",1929-03-04,31,928
Herbert Hoover,648,5718,1931,1931-09-17,"California, Revocation of Lands Withdrawn for Classification",1929-03-04,31,928
Herbert Hoover,649,5719,1931,1931-09-17,"Michigan, Land Withdrawal for Lighthouse Purposes",1929-03-04,31,928
Herbert Hoover,650,5720,1931,1931-09-18,"Gladys W. Eldridge, Exemption from Civil Service Rules on Appointment",1929-03-04,31,929
Herbert Hoover,651,5721,1931,1931-09-19,"Upper Mississippi River Wildlife and Fish Refuge, Addition of Lands from Wisconsin, Illinois, Iowa, and Minnesota",1929-03-04,31,930
Herbert Hoover,652,5722,1931,1931-09-22,"Government Island, California, United States Government Acceptance of the Land Title from the City of Alameda, California",1929-03-04,31,933
Herbert Hoover,653,5723,1931,1931-09-22,"Uintah Railway Co., Authorization for a Railroad Right-of-way Across Certain Lands Withdrawn in Utah",1929-03-04,31,933
Herbert Hoover,654,5724,1931,1931-09-22,"Civil Service Rules, Schedule A, Subdivision XVIII, Amendment",1929-03-04,31,933
Herbert Hoover,655,5725,1931,1931-09-24,"Toiyabe National Forest, Nevada, Interpretation of Boundaries",1929-03-04,31,935
Herbert Hoover,656,5726,1931,1931-09-26,"Arizona, Land Withdrawal for Willow Ranger Station for the Administration of Prescott National Forest",1929-03-04,31,937
Herbert Hoover,657,5727,1931,1931-09-29,"Locomotive Springs Migratory Bird Refuge, Utah, Establishment",1929-03-04,31,940
Herbert Hoover,658,5728,1931,1931-09-29,"Otoe and Missouria Indians, Oklahoma, Extension of Trust Period on Allotments",1929-03-04,31,940
Herbert Hoover,659,5729,1931,1931-10-02,"California, Land Withdrawal for Resurvey",1929-03-04,31,943
Herbert Hoover,660,5730,1931,1931-10-08,"Walker River Indian Reservation, Nevada, Extension of Trust Period on Allotments",1929-03-04,31,949
Herbert Hoover,661,5731,1931,1931-10-13,"Civil Service Rules, Schedule A, Subdivision VII, Amendment",1929-03-04,31,954
Herbert Hoover,662,5732,1931,1931-10-14,"California, Land Withdrawal for Lookout Station",1929-03-04,31,955
Herbert Hoover,663,5733,1931,1931-10-16,"Wyoming, Coal Land Withdrawal, Wyoming No. 1, Modification to Permit a Withdrawal of Lands for an Air Navigation Site",1929-03-04,31,957
Herbert Hoover,664,5734,1931,1931-10-17,"Warm Springs Indian Reservation, Oregon, Extension of Trust Period on Allotments",1929-03-04,31,958
Herbert Hoover,665,5735,1931,1931-10-20,"New Mexico, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,961
Herbert Hoover,666,5736,1931,1931-10-20,"Philippine Islands, Land Withdrawal for Military Purposes",1929-03-04,31,961
Herbert Hoover,667,5737,1931,1931-10-22,"Consular Regulations, Amendment",1929-03-04,31,963
Herbert Hoover,668,5738,1931,1931-10-29,"Louise A. Gallivan, Exemption from Civil Service Rules on Appointment",1929-03-04,31,970
Herbert Hoover,669,5739,1931,1931-10-30,"Idaho, Restoration of Lands Withdrawn for Power Site Reserve No. 117",1929-03-04,31,971
Herbert Hoover,670,5740,1931,1931-10-31,"St. Marks Migratory Bird Refuge, Florida, Establishment",1929-03-04,31,972
Herbert Hoover,671,5741,1931,1931-11-02,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,974
Herbert Hoover,672,5742,1931,1931-11-03,"William C. White, Exemption from Civil Service Rules on Appointment",1929-03-04,31,975
Herbert Hoover,673,5743,1931,1931-11-07,"Arkansas, Revocation of Lands Withdrawn for Classification and Such Lands Opened to Entry",1929-03-04,31,979
Herbert Hoover,674,5744,1931,1931-11-07,"Colorado, Restoration of Lands Withdrawn for Power Site Reserve No. 2",1929-03-04,31,979
Herbert Hoover,675,5745,1931,1931-11-07,"Wyoming, Restoration of Lands Withdrawn for Power Site Reserves No. 5 and 30",1929-03-04,31,979
Herbert Hoover,676,5746,1931,1931-11-10,"Yakima Indian Reservation, Washington, Extension of Trust Period on Allotments",1929-03-04,31,982
Herbert Hoover,677,5747,1931,1931-11-11,"Big Lake Bird Reservation, Arkansas, Exclusion of Lands from, and an Addition of Other Lands",1929-03-04,31,983
Herbert Hoover,678,5748,1931,1931-11-12,"Savannah River Bird Refuge, S.C., Abolished and the Savannah River Wildlife Refuge, Ga., S.C., Established",1929-03-04,31,984
Herbert Hoover,679,5749,1931,1931-11-20,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Restored to the Rio Grande National Forest",1929-03-04,31,992
Herbert Hoover,680,5750,1931,1931-11-23,"California, Revocation of Lands Withdrawn for Lighthouse Purposes",1929-03-04,31,995
Herbert Hoover,681,5751,1931,1931-12-03,"Colorado, Land Withdrawal for Classification",1929-03-04,31,1005
Herbert Hoover,682,5752,1931,1931-12-03,"New Mexico, Transfer of Lands from Datil National Forest to Cibola National Forest and the Name of Manzano National Forest Changed to Cibola National Forest",1929-03-04,31,1005
Herbert Hoover,683,5753,1931,1931-12-07,"Civil Service Rule VII, Section 2, Amendment",1929-03-04,31,1009
Herbert Hoover,684,5754,1931,1931-12-07,"Alaska, Land Withdrawal for Public Water Reserve No. 144",1929-03-04,31,1009
Herbert Hoover,685,5755,1931,1931-12-10,"Mississippi, Land Withdrawal for Classification and Possible Inclusion in a National Forest",1929-03-04,31,1012
Herbert Hoover,686,5756,1931,1931-12-16,"Montana, Transfer of Lands from Lewis and Clark National Forest to Helena National Forest",1929-03-04,31,1018
Herbert Hoover,687,5757,1931,1931-12-16,"Montana, Transfer of Lands from Madison National Forest to Deerlodge National Forest and from Deerlodge National Forest to Beaverhead National Forest",1929-03-04,31,1018
Herbert Hoover,688,5758,1931,1931-12-16,"Montana, Transfer of Lands from Lolo National Forest to Cabinet National Forest",1929-03-04,31,1018
Herbert Hoover,689,5759,1931,1931-12-16,"Montana, Transfer of Lands from Madison, Missoula, and Helena National Forests to Deerlodge National Forest and Exclusion of Certain Lands from Deerlodge National Forest",1929-03-04,31,1018
Herbert Hoover,690,5760,1931,1931-12-16,"Montana, Transfer of Lands from Madison National Forest to Gallatin National Forest",1929-03-04,31,1018
Herbert Hoover,691,5761,1931,1931-12-16,"Montana, Transfer of Lands from Bitterroot and Missoula National Forests to Lolo National Forest",1929-03-04,31,1018
Herbert Hoover,692,5762,1931,1931-12-18,"Florence F. Burton, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1020
Herbert Hoover,693,5763,1931,1931-12-22,"Christmas, 1931",1929-03-04,31,1024
Herbert Hoover,694,5764,1931,1931-12-22,"Civil Service Rule V, Section 4, Amendment",1929-03-04,31,1024
Herbert Hoover,695,5765,1931,1931-12-24,"New Mexico, Transfer of Lands from Datil National Forest to Gila National Forest",1929-03-04,31,1026
Herbert Hoover,696,5766,1931,1931-12-30,"Yetta B. Floyd, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1032
Herbert Hoover,697,5767,1931,1931-12-30,"Hallie D. Stotler, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1032
Herbert Hoover,698,5768,1931,1931-12-30,"Indian Reservations, Extension of Trust Period on Allotments",1929-03-04,31,1032
Herbert Hoover,699,5769,1931,1931-12-30,"Idaho, Restoration of Lands Withdrawn for Phosphate Reserve No. 9, Idaho No. 2",1929-03-04,31,1032
Herbert Hoover,700,5770,1931,1931-12-30,"Port Everglades, Florida, Designation as a Customs Port of Entry",1929-03-04,31,1032
Herbert Hoover,701,5771,1932,1932-01-04,"Hawaii, Schofield Barracks Military Reservation, Restoration of Portion of Lands for a Road Right-of-way",1929-03-04,31,1037
Herbert Hoover,702,5772,1932,1932-01-11,"Uintah Railway Co., Authorization for a Railroad Right-of-way Across Lands Withdrawn in Utah",1929-03-04,31,1044
Herbert Hoover,703,5773,1932,1932-01-11,"Consular Regulations, Amendment",1929-03-04,31,1044
Herbert Hoover,704,5774,1932,1932-01-13,"Civil Service Rules, Schedule A, Subdivision XVIII, Paragraph 12, Amendment",1929-03-04,31,1046
Herbert Hoover,705,5775,1932,1932-01-15,"Miners in the Bureau of Mines, Transferred from the Noncompetitive to the Competitive Service",1929-03-04,31,1048
Herbert Hoover,706,5776,1932,1932-01-18,"Civil Service Rule VI, Paragraph 1, Amendment",1929-03-04,31,1051
Herbert Hoover,707,5777,1932,1932-01-19,"Civil Service Rules, Schedule B, Subdivision IV, Paragraph 3, Amendment",1929-03-04,31,1052
Herbert Hoover,708,5778,1932,1932-01-19,"Payment of Prevailing Rate of Wages in Public Building Contracts, Stipulations",1929-03-04,31,1052
Herbert Hoover,709,5779,1932,1932-01-21,"Tongass National Forest, Alaska, Exclusion of Lands From, and Such Lands Opened to Entry",1929-03-04,31,1054
Herbert Hoover,710,5780,1932,1932-01-25,"Arizona and Utah, Restoration of Lands Withdrawn for Public Water Reserve No. 34, Arizona No. 5 and Public Water Reserve No. 1, Utah No. 1",1929-03-04,31,1058
Herbert Hoover,711,5781,1932,1932-01-28,"Florence C. Brock, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1061
Herbert Hoover,712,5782,1932,1932-01-28,"Hutton Lake Migratory Bird Refuge, Wyo., Enlargement",1929-03-04,31,1061
Herbert Hoover,713,5783,1932,1932-01-29,"Bamforth Lake Migratory Bird Refuge, Wyo., Enlargement",1929-03-04,31,1062
Herbert Hoover,714,5784,1932,1932-01-29,"Alaska, Land Withdrawal for Use by the Alaska Road Commission",1929-03-04,31,1062
Herbert Hoover,715,5785,1932,1932-01-29,"New Mexico, Revocation of Lands Withdrawn for Resurvcy",1929-03-04,31,1062
Herbert Hoover,716,5786,1932,1932-01-30,"Defensive Sea Area Off the Coast of North Carolina, Establishment",1929-03-04,31,1063
Herbert Hoover,717,5787,1932,1932-02-02,"Civil Service Rules, Schedule A, Subdivision Vi, Amendment",1929-03-04,31,1066
Herbert Hoover,718,5788,1932,1932-02-02,"Panama Canal Zone, Regulations Governing the Size, Weight, and Speed of Motor Vehicles on Public Highways",1929-03-04,31,1066
Herbert Hoover,719,5789,1932,1932-02-02,"California, Land Withdrawal for Resurvey",1929-03-04,31,1066
Herbert Hoover,720,5790,1932,1932-02-02,"New Mexico, Land Withdrawal for Resurvey",1929-03-04,31,1066
Herbert Hoover,721,5791,1932,1932-02-02,"Colorado, Land Withdrawal for Resurvey",1929-03-04,31,1066
Herbert Hoover,722,5792,1932,1932-02-02,"Nevada, Land Withdrawal for Resurvey",1929-03-04,31,1066
Herbert Hoover,723,5793,1932,1932-02-03,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1067
Herbert Hoover,724,5794,1932,1932-02-05,"California, Land Withdrawal for a Lookout Station",1929-03-04,31,1069
Herbert Hoover,725,5795,1932,1932-02-09,"Wyoming, Restoration of Lands Withdrawn for Power Site Reserve No. 190",1929-03-04,31,1073
Herbert Hoover,726,5796,1932,1932-02-10,"Illinois and Wisconsin, Land Withdrawal for Classification and Pending Legislation",1929-03-04,31,1074
Herbert Hoover,727,5797,1932,1932-02-11,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1075
Herbert Hoover,728,5798,1932,1932-02-11,"Oregon, Restoration of Lands Withdrawn for Power Site Reserve No. 660",1929-03-04,31,1075
Herbert Hoover,729,5799,1932,1932-02-15,"Mcclellan Peak Lookout Site, Nev., Land Withdrawal for the Administration of Tahoe National Forest",1929-03-04,31,1079
Herbert Hoover,730,5800,1932,1932-02-17,"Montana, Transfer of Lands from Gallatin and Beartooth National Forests to Absaroka National Forest",1929-03-04,31,1081
Herbert Hoover,731,5801,1932,1932-02-17,"Montana and South Dakota, Transfer of Lands from Absaroka and Beartooth National Forests to Custer National Forest",1929-03-04,31,1081
Herbert Hoover,732,5802,1932,1932-02-17,"Sinclair A. Wilson, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1081
Herbert Hoover,733,5803,1932,1932-02-19,"Oregon, Land Withdrawal for a Fish Cultural Station",1929-03-04,31,1083
Herbert Hoover,734,5804,1932,1932-02-23,"Ann Halloran, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1087
Herbert Hoover,735,5805,1932,1932-02-23,"New Mexico, Land Withdrawal for Resurvey",1929-03-04,31,1087
Herbert Hoover,736,5806,1932,1932-02-25,"Alaska, Restoration of Lands Withdrawn for Town Site Purposes and Such Lands to Be Used for an Airport",1929-03-04,31,1089
Herbert Hoover,737,5807,1932,1932-02-25,"Colorado, Land Withdrawal for Resurvey",1929-03-04,31,1089
Herbert Hoover,738,5808,1932,1932-02-25,"Long Lake Migratory Bird Refuge, N. Dak., Enlargement",1929-03-04,31,1089
Herbert Hoover,739,5809,1932,1932-02-27,"New Mexico, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in the Santa Fe National Forest",1929-03-04,31,1091
Herbert Hoover,740,5810,1932,1932-02-27,"Utah, Revocation of Lands Withdrawn for Resurvey",1929-03-04,31,1091
Herbert Hoover,741,5811,1932,1932-02-27,"Wanda Coolidge Carver, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1091
Herbert Hoover,742,5812,1932,1932-02-29,"Consular Regulations, Amendment",1929-03-04,31,1093
Herbert Hoover,743,5813,1932,1932-02-29,"Alaska, Land Withdrawal for Investigation, Examination, and Classification of Coal Lands",1929-03-04,31,1093
Herbert Hoover,744,5814,1932,1932-03-01,"Ocala National Forest and Ocala National Game Refuge, Fla., Enlargements",1929-03-04,31,1094
Herbert Hoover,745,5815,1932,1932-03-09,"Alaska, Land Withdrawal for Investigation, Examination, and Classification of Coal Lands",1929-03-04,31,1102
Herbert Hoover,746,5816,1932,1932-03-09,"Montana, Restoration of Lands Withdrawn for Power Site Reserve No. 155",1929-03-04,31,1102
Herbert Hoover,747,5817,1932,1932-03-10,"Civil Service Rules, Schedule B, Subdivision III, Paragraph 2, Amendment",1929-03-04,31,1103
Herbert Hoover,748,5818,1932,1932-03-10,"Washington, Land Withdrawal for Classification and Possible Inclusion in a Migratory Bird Refuge",1929-03-04,31,1103
Herbert Hoover,749,5819,1932,1932-03-12,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1105
Herbert Hoover,750,5820,1932,1932-03-16,"Arkansas, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Ouachita National Forest",1929-03-04,31,1109
Herbert Hoover,751,5821,1932,1932-03-17,"Joseph H. Hopkins, Suspension of Age Limit Requirement to Permit Appointment",1929-03-04,31,1110
Herbert Hoover,752,5822,1932,1932-03-19,"Fred Scott, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1112
Herbert Hoover,753,5823,1932,1932-03-21,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1114
Herbert Hoover,754,5824,1932,1932-03-22,"Income Tax Returns, Inspection",1929-03-04,31,1115
Herbert Hoover,755,5825,1932,1932-03-26,"Foreign Service, Leaves of Absence",1929-03-04,31,1119
Herbert Hoover,756,5826,1932,1932-03-28,"Colorado National Forest, Colo., Name Changed to Theodore Roosevelt National Forest",1929-03-04,31,1121
Herbert Hoover,757,5827,1932,1932-03-28,"California, Land Withdrawal for Military Purposes",1929-03-04,31,1121
Herbert Hoover,758,5828,1932,1932-03-30,"Nevada, Land Withdrawal for Naval Ammunition Depot",1929-03-04,31,1123
Herbert Hoover,759,5829,1932,1932-03-30,"New Mexico, Land Withdrawal for Resurvey",1929-03-04,31,1123
Herbert Hoover,760,5830,1932,1932-04-04,"War Minerals Relief Act, Authorization Given the Secretary of the Interior to Appoint Persons, Without Compliance With Civil Service Rules, to Administer the Act",1929-03-04,31,1128
Herbert Hoover,761,5831,1932,1932-04-04,"Ruth Bascot Dam, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1128
Herbert Hoover,762,5832,1932,1932-04-07,"Fort St. Michael Military Reservation, Alaska, Reserved for Use by the Justice Department",1929-03-04,31,1131
Herbert Hoover,763,5833,1932,1932-04-08,"Minnesota, Land Withdrawal for Classification and Possible Inclusion in a National Forest",1929-03-04,31,1132
Herbert Hoover,764,5834,1932,1932-04-08,"Montana, Transfer of Lands from Jefferson National Forest to Lewis and Dark National Forest",1929-03-04,31,1132
Herbert Hoover,765,5835,1932,1932-04-13,"Customs Ports of Entry, Extension of Limits: Ambrose, N. Dak.; St. John, N. Dak.; Noyes, Minn.; and Blaine, Wash.",1929-03-04,31,1137
Herbert Hoover,766,5836,1932,1932-04-13,"California and Nevada, Land Withdrawal Pending Definite Location of Right-of-way for Transmission Lines from Boulder Canyon Project to Los Angeles",1929-03-04,31,1137
Herbert Hoover,767,5837,1932,1932-04-13,"Tariff of United States Consular Fees, Amendment",1929-03-04,31,1137
Herbert Hoover,768,5838,1932,1932-04-18,"Oregon, Land Withdrawal Pending Legislation",1929-03-04,31,1142
Herbert Hoover,769,5839,1932,1932-04-19,"Ralph A. Vestal, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1143
Herbert Hoover,770,5840,1932,1932-04-21,"New Mexico, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Santa Fe National Forest",1929-03-04,31,1145
Herbert Hoover,771,5841,1932,1932-04-23,"Suislaw National Forest, Oreg., Exclusion of Lands From",1929-03-04,31,1147
Herbert Hoover,772,5842,1932,1932-04-28,"Emilio Del Toro, Designation As Acting Judge of the District Court of the United States for Porto Rico",1929-03-04,31,1152
Herbert Hoover,773,5843,1932,1932-04-28,"California, Land Withdrawal for Classification and Pending Legislation, Revocation of Lands Withdrawn for Indian Allotments",1929-03-04,31,1152
Herbert Hoover,774,5844,1932,1932-04-28,"Michigan, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Huron National Forest",1929-03-04,31,1152
Herbert Hoover,775,5845,1932,1932-04-28,"Minnesota, Revocation of Lands Withdrawn for Resurvey and Such Lands to Be Included in Superior National Forest",1929-03-04,31,1152
Herbert Hoover,776,5846,1932,1932-05-02,"Colorado, Land Withdrawal for Classification and Possible Inclusion in the Rocky Mountain National Park",1929-03-04,31,1156
Herbert Hoover,777,5847,1932,1932-05-19,"Warren Benjamin, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1173
Herbert Hoover,778,5848,1932,1932-05-16,"Tariff of United States Consular Fees, Amendment",1929-03-04,31,1170
Herbert Hoover,779,5849,1932,1932-05-19,"Panama Canal Zone, Lands Opposite Balboa, Transfer of Jurisdiction to the Navy Department for a Naval Base",1929-03-04,31,1173
Herbert Hoover,780,5850,1932,1932-05-25,"Tucson, Ariz., Municipal Aviation Field, Transfer of Jurisdiction to the Government for Military Purposes",1929-03-04,31,1179
Herbert Hoover,781,5851,1932,1932-05-28,"Nesta Stephens Long, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1182
Herbert Hoover,782,5852,1932,1932-06-01,"Gladys L. Knight, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1186
Herbert Hoover,783,5853,1932,1932-06-03,"George H. Rolfe, Suspension of Age Limit Requirement to Permit Examination",1929-03-04,31,1188
Herbert Hoover,784,5854,1932,1932-06-03,"Northern Pacific Halibut Fishery, Establishment of a Patrol for Protection",1929-03-04,31,1188
Herbert Hoover,785,5855,1932,1932-06-06,"June 6; Radio Frequencies, Assignment to Government Radio Stations",1929-03-04,31,1191
Herbert Hoover,786,5855-,1932,1932-06-06,"- Radio Frequencies, Assignment to Government Radio Stations",1929-03-04,31,1191
Herbert Hoover,787,5856,1932,1932-06-11,"Tongass National Forest, Alaska, Exclusion of Lands From, and Such Lands Opened to Entry",1929-03-04,31,1196
Herbert Hoover,788,5857,1932,1932-06-16,"Consular Regulations, Amendment",1929-03-04,31,1201
Herbert Hoover,789,5858,1932,1932-06-17,"Semidi Islands Wildlife Refuge, Alaska, Establishment",1929-03-04,31,1202
Herbert Hoover,790,5859,1932,1932-06-21,"Civil Service Rules, Schedule A, Subdivision III, Paragraph 10, Revocation",1929-03-04,31,1206
Herbert Hoover,791,5860,1932,1932-06-22,"Passports, Regulations Governing the Granting and Issuing",1929-03-04,31,1207
Herbert Hoover,792,5861,1932,1932-06-23,"Eugene R. Capozio, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1208
Herbert Hoover,793,5862,1932,1932-06-23,"Colorado, Land Withdrawal for Resurvey",1929-03-04,31,1208
Herbert Hoover,794,5863,1932,1932-06-23,"Nevada, Transfer of Lands from the Toiyabe National Forest to Nevada National Forest",1929-03-04,31,1208
Herbert Hoover,795,5864,1932,1932-06-23,"Oregon, Land Withdrawal for Lookout Station",1929-03-04,31,1208
Herbert Hoover,796,5865,1932,1932-06-27,Flight Regulations for Various Branches of the Military,1929-03-04,31,1212
Herbert Hoover,797,5866,1932,1932-06-28,Rates of Pay and Allowances of Enlisted Personnel of the Various Services,1929-03-04,31,1213
Herbert Hoover,798,5867,1932,1932-06-28,"Shenandoah National Forest, Virginia and West Virginia, Name Changed to George Washington National Forest, Virginia, and West Virginia",1929-03-04,31,1213
Herbert Hoover,799,5868,1932,1932-06-28,"California, Restoration of Lands Withdrawn for Reservoir Site Reserve No. 17",1929-03-04,31,1213
Herbert Hoover,800,5869,1932,1932-06-30,"Aliens, Documents Necessary to Enter the United States",1929-03-04,31,1215
Herbert Hoover,801,5870,1932,1932-06-30,"Government Travel Regulations, Standardization and Modification",1929-03-04,31,1215
Herbert Hoover,802,5871,1932,1932-06-30,"Sick Leave of Absence, Regulations Governing",1929-03-04,31,1215
Herbert Hoover,803,5872,1932,1932-06-30,"Retirement, Compulsory, Exemption of Certain Individuals",1929-03-04,31,1215
Herbert Hoover,804,5873,1932,1932-06-30,"Retirement, Compulsory, Exemption of Certain Individuals",1929-03-04,31,1215
Herbert Hoover,805,5874,1932,1932-06-30,"Retirement, Compulsory, Exemption of Certain Individuals",1929-03-04,31,1215
Herbert Hoover,806,5875,1932,1932-06-30,"Retirement, Compulsory, Exemption of Certain Individuals",1929-03-04,31,1215
Herbert Hoover,807,5876,1932,1932-06-30,"Montana, Restoration of Lands Withdrawn for Coal, Montana No. 7 and Montana No. 11",1929-03-04,31,1215
Herbert Hoover,808,5877,1932,1932-07-05,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1220
Herbert Hoover,809,5878,1932,1932-07-06,Rates of Rental and Subsistence Allowances for Officers of the Various Services,1929-03-04,31,1221
Herbert Hoover,810,5879,1932,1932-07-07,"A. Blondell Howe, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1222
Herbert Hoover,811,5880,1932,1932-07-09,"Panama Canal Zone, Delimiting of Judicial Districts",1929-03-04,31,1224
Herbert Hoover,812,5881,1932,1932-07-09,"Retirement, Compulsory, Exemption of Certain Individuals",1929-03-04,31,1224
Herbert Hoover,813,5882,1932,1932-07-09,"Crater National Forest, Oreg., Name Changed to Rogue River National Forest",1929-03-04,31,1224
Herbert Hoover,814,5883,1932,1932-07-11,"Colorado, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1226
Herbert Hoover,815,5884,1932,1932-07-11,"Wyoming, Revocation of Lands Withdrawn for Resurvey and Such Lands Opened to Entry",1929-03-04,31,1226
Herbert Hoover,816,5885,1932,1932-07-12,"California National Forest, Calif., Name Changed to Mendocino National Forest",1929-03-04,31,1227
Herbert Hoover,817,5886,1932,1932-07-12,"Wyoming, Land Withdrawal for Resurvey",1929-03-04,31,1227
Herbert Hoover,818,5887,1932,1932-07-14,"Administrative Furloughs, Regulations Governing",1929-03-04,31,1229
Herbert Hoover,819,5888,1932,1932-07-16,"Panama Canal Zone, Regulations Governing the Transportation of Liquors Over Highways and Waterways",1929-03-04,31,1231
Herbert Hoover,820,5889,1932,1932-07-16,"San Carlos Indian Irrigation Project, Ariz., Land Withdrawal for Project",1929-03-04,31,1231
Herbert Hoover,821,5890,1932,1932-07-16,"California, Revocation of Lands Withdrawn for Air Mail Beacon Sites and Landing Fields",1929-03-04,31,1231
Herbert Hoover,822,5891,1932,1932-07-16,"Oregon, Land Withdrawal for Classification and Possible Inclusion in a Migratory Bird Refuge",1929-03-04,31,1231
Herbert Hoover,823,5892,1932,1932-07-20,"Radio Division of the Commerce Department, Transferred to the Federal Radio Commission",1929-03-04,31,1235
Herbert Hoover,824,5893,1932,1932-07-26,"Lamar Costello, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1241
Herbert Hoover,825,5894,1932,1932-07-26,"Colorado, Land Withdrawal for Resurvey",1929-03-04,31,1241
Herbert Hoover,826,5895,1932,1932-07-26,"Florida, Revocation of Lands Withdrawn for Resurvey",1929-03-04,31,1241
Herbert Hoover,827,5896,1932,1932-07-29,"Retirement, Compulsory, Exemption of Certain Individuals",1929-03-04,31,1244
Herbert Hoover,828,5897,1932,1932-07-30,"William Bertrand Acker, Exemption from Compulsory Retirement",1929-03-04,31,1245
Herbert Hoover,829,5898,1932,1932-08-02,"Arizona, Land Withdrawal Pending Legislation",1929-03-04,31,1248
Herbert Hoover,830,5899,1932,1932-08-02,"Wyoming, Restoration of Lands Withdrawn for Public Water Reserve No. 2, Wyoming No. 1",1929-03-04,31,1248
Herbert Hoover,831,5900,1932,1932-08-10,"Oregon, Land Withdrawal for Classification and Pending Legislation",1929-03-04,31,1256
Herbert Hoover,832,5901,1932,1932-08-18,"Civil Service Rules, Schedule A, Subdivision Ix, Amendment",1929-03-04,31,1264
Herbert Hoover,833,5902,1932,1932-08-18,"California, Land Withdrawal for Public Water Reserve No. 145",1929-03-04,31,1264
Herbert Hoover,834,5903,1932,1932-08-18,"Nevada, Land Withdrawal for Classification and Possible Inclusion in a Migratory Bird Refuge",1929-03-04,31,1264
Herbert Hoover,835,5904,1932,1932-08-18,"Wyoming, Land Withdrawal for Use by the Navy Department for Naval Petroleum Reserve No. 3",1929-03-04,31,1264
Herbert Hoover,836,5905,1932,1932-08-18,"Sarah L. Curtiss, Exemption from Civil Service Rules on Appointment",1929-03-04,31,1264
Herbert Hoover,837,5906,1932,1932-08-18,"California, Federal Power Commission, Authorization to Issue a License for a Project on Reservoir Site Reserve No. 17",1929-03-04,31,1264
Herbert Hoover,838,5907,1932,1932-08-18,"Montana, New Mexico, Oregon, and Wyoming, Land Withdrawal for Public Water Reserve No. 146",1929-03-04,31,1264
Herbert Hoover,839,5908,1932,1932-08-22,"California, Restoration of Lands Withdrawn for Municipal Water Supply Purposes and Right-of-way for a Water Conduit for Los Angeles",1929-03-04,31,1268
Herbert Hoover,840,5909,1932,1932-08-22,"New Mexico, Land Withdrawal for Classification and Possible Inclusion in a Wildlife Refuge",1929-03-04,31,1268
Herbert Hoover,841,5910,1932,1932-08-23,"Tariff of United States Consular Fees, Amendment",1929-03-04,31,1269
Herbert Hoover,842,5911,1932,1932-08-24,"John W. Gindcr, Exemption from Compulsory Retirement",1929-03-04,31,1270
Herbert Hoover,843,5912,1932,1932-08-24,"John P. Mcdowell, Exemption from Compulsory Retirement",1929-03-04,31,1270
Herbert Hoover,844,5913,1932,1932-08-25,"Hot Springs National Park, Ark., Reservation of Lots",1929-03-04,31,1271
