id,knownName,givenName,familyName,fullName,fileName,gender,birth_date,birth_country,death_date,death_country,wikipedia,wikidata,sameAs,awardYear,category,categoryFullName,sortOrder,portion,dateAwarded,prizeStatus,motivation,prizeAmount,prizeAmountAdjusted,university_affiliation,age
617,Hermann Hesse,Hermann,Hesse,Hermann Hesse,hesse,male,1877-07-02,Germany,1962-08-09,Switzerland,https://en.wikipedia.org/wiki/Hermann_Hesse,"{'id': 'Q25973', 'url': 'https://www.wikidata.org/wiki/Q25973'}","['https://www.wikidata.org/wiki/Q25973', 'https://en.wikipedia.org/wiki/Hermann_Hesse']",1946,Literature,The Nobel Prize in Literature,1,1,1946-11-14,received,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",121524,2836450,,69.0
506,Emily Greene Balch,Emily Greene,Balch,Emily Greene Balch,balch,female,1867-01-08,USA,1961-01-09,USA,https://en.wikipedia.org/wiki/Emily_Greene_Balch,"{'id': 'Q215139', 'url': 'https://www.wikidata.org/wiki/Q215139'}","['https://www.wikidata.org/wiki/Q215139', 'https://en.wikipedia.org/wiki/Emily_Greene_Balch']",1946,Peace,The Nobel Peace Prize,1,1/2,1946-11-14,received,for her lifelong work for the cause of peace,121524,2836450,,79.0
507,John R. Mott,John R.,Mott,John Raleigh Mott,mott,male,1865-05-25,USA,1955-01-31,USA,https://en.wikipedia.org/wiki/John_Mott,"{'id': 'Q159726', 'url': 'https://www.wikidata.org/wiki/Q159726'}","['https://www.wikidata.org/wiki/Q159726', 'https://en.wikipedia.org/wiki/John_Mott']",1946,Peace,The Nobel Peace Prize,2,1/2,1946-11-14,received,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,121524,2836450,,81.0
51,Percy W. Bridgman,Percy W.,Bridgman,Percy Williams Bridgman,bridgman,male,1882-04-21,USA,1961-08-20,USA,https://en.wikipedia.org/wiki/Percy_Williams_Bridgman,"{'id': 'Q172118', 'url': 'https://www.wikidata.org/wiki/Q172118'}","['https://www.wikidata.org/wiki/Q172118', 'https://en.wikipedia.org/wiki/Percy_Williams_Bridgman']",1946,Physics,The Nobel Prize in Physics,1,1,1946-11-14,received,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",121524,2836450,Harvard University,64.0
342,Hermann J. Muller,Hermann J.,Muller,Hermann Joseph Muller,muller,male,1890-12-21,USA,1967-04-05,USA,https://en.wikipedia.org/wiki/Hermann_Joseph_Muller,"{'id': 'Q83598', 'url': 'https://www.wikidata.org/wiki/Q83598'}","['https://www.wikidata.org/wiki/Q83598', 'https://en.wikipedia.org/wiki/Hermann_Joseph_Muller']",1946,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,1946-10-31,received,for the discovery of the production of mutations by means of X-ray irradiation,121524,2836450,Indiana University,56.0
207,Sir Robert Robinson,Sir Robert,Robinson,Sir Robert Robinson,robinson,male,1886-09-13,United Kingdom,1975-02-08,United Kingdom,https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist),"{'id': 'Q49351', 'url': 'https://www.wikidata.org/wiki/Q49351'}","['https://www.wikidata.org/wiki/Q49351', 'https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist)']",1947,Chemistry,The Nobel Prize in Chemistry,1,1,1947-11-13,received,"for his investigations on plant products of biological importance, especially the alkaloids",146115,3301577,University of Oxford,61.0
618,André Gide,André,Gide,André Paul Guillaume Gide,gide,male,1869-11-22,France,1951-02-19,France,https://en.wikipedia.org/wiki/André_Gide,"{'id': 'Q47484', 'url': 'https://www.wikidata.org/wiki/Q47484'}","['https://www.wikidata.org/wiki/Q47484', 'https://en.wikipedia.org/wiki/André_Gide']",1947,Literature,The Nobel Prize in Literature,1,1,1947-11-13,received,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",146115,3301577,,78.0
508,,,,,friends-council,,,,,,https://en.wikipedia.org/wiki/Quaker_Peace_and_Social_Witness,"{'id': 'Q677499', 'url': 'https://www.wikidata.org/wiki/Q677499'}","['https://www.wikidata.org/wiki/Q677499', 'https://en.wikipedia.org/wiki/Quaker_Peace_and_Social_Witness']",1947,Peace,The Nobel Peace Prize,1,1/2,1947-10-30,received,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",146115,3301577,,
509,,,,,friends-committee,,,,,,https://en.wikipedia.org/wiki/American_Friends_Service_Committee,"{'id': 'Q464677', 'url': 'https://www.wikidata.org/wiki/Q464677'}","['https://www.wikidata.org/wiki/Q464677', 'https://en.wikipedia.org/wiki/American_Friends_Service_Committee']",1947,Peace,The Nobel Peace Prize,2,1/2,1947-10-30,received,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",146115,3301577,,
52,Edward V. Appleton,Edward V.,Appleton,Sir Edward Victor Appleton,appleton,male,1892-09-06,United Kingdom,1965-04-21,Scotland,https://en.wikipedia.org/wiki/Edward_Victor_Appleton,"{'id': 'Q153194', 'url': 'https://www.wikidata.org/wiki/Q153194'}","['https://www.wikidata.org/wiki/Q153194', 'https://en.wikipedia.org/wiki/Edward_Victor_Appleton']",1947,Physics,The Nobel Prize in Physics,1,1,1947-11-13,received,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,146115,3301577,Department of Scientific and Industrial Research,55.0
343,Carl Cori,Carl,Cori,Carl Ferdinand Cori,cori-cf,male,1896-12-05,Austria-Hungary,1984-10-20,USA,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori,"{'id': 'Q78501', 'url': 'https://www.wikidata.org/wiki/Q78501'}","['https://www.wikidata.org/wiki/Q78501', 'https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori']",1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/4,1947-10-23,received,for their discovery of the course of the catalytic conversion of glycogen,146115,3301577,Washington University,51.0
344,Gerty Cori,Gerty,Cori,"Gerty Theresa Cori, née Radnitz",cori-gt,female,1896-08-15,Austria-Hungary,1957-10-26,USA,https://en.wikipedia.org/wiki/Gerty_Cori,"{'id': 'Q204733', 'url': 'https://www.wikidata.org/wiki/Q204733'}","['https://www.wikidata.org/wiki/Q204733', 'https://en.wikipedia.org/wiki/Gerty_Cori']",1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/4,1947-10-23,received,for their discovery of the course of the catalytic conversion of glycogen,146115,3301577,Washington University,51.0
345,Bernardo Houssay,Bernardo,Houssay,Bernardo Alberto Houssay,houssay,male,1887-04-10,Argentina,1971-09-21,Argentina,https://en.wikipedia.org/wiki/Bernardo_Houssay,"{'id': 'Q237160', 'url': 'https://www.wikidata.org/wiki/Q237160'}","['https://www.wikidata.org/wiki/Q237160', 'https://en.wikipedia.org/wiki/Bernardo_Houssay']",1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/2,1947-10-23,received,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,146115,3301577,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),60.0
208,Arne Tiselius,Arne,Tiselius,Arne Wilhelm Kaurin Tiselius,tiselius,male,1902-08-10,Sweden,1971-10-29,Sweden,https://en.wikipedia.org/wiki/Arne_Tiselius,"{'id': 'Q233026', 'url': 'https://www.wikidata.org/wiki/Q233026'}","['https://www.wikidata.org/wiki/Q233026', 'https://en.wikipedia.org/wiki/Arne_Tiselius']",1948,Chemistry,The Nobel Prize in Chemistry,1,1,1948-11-04,received,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",159773,3462835,Uppsala University,46.0
619,T.S. Eliot,T.S.,Eliot,Thomas Stearns Eliot,eliot,male,1888-09-26,USA,1965-01-04,United Kingdom,https://en.wikipedia.org/wiki/T._S._Eliot,"{'id': 'Q37767', 'url': 'https://www.wikidata.org/wiki/Q37767'}","['https://www.wikidata.org/wiki/Q37767', 'https://en.wikipedia.org/wiki/T._S._Eliot']",1948,Literature,The Nobel Prize in Literature,1,1,1948-11-04,received,"for his outstanding, pioneer contribution to present-day poetry",159773,3462835,,60.0
53,Patrick M.S. Blackett,Patrick M.S.,Blackett,Patrick Maynard Stuart Blackett,blackett,male,1897-11-18,United Kingdom,1974-07-13,United Kingdom,"https://en.wikipedia.org/wiki/Patrick_Blackett,_Baron_Blackett","{'id': 'Q184499', 'url': 'https://www.wikidata.org/wiki/Q184499'}","['https://www.wikidata.org/wiki/Q184499', 'https://en.wikipedia.org/wiki/Patrick_Blackett,_Baron_Blackett']",1948,Physics,The Nobel Prize in Physics,1,1,1948-11-04,received,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",159773,3462835,Victoria University,51.0
346,Paul Müller,Paul,Müller,Paul Hermann Müller,muller,male,1899-01-12,Switzerland,1965-10-12,Switzerland,https://en.wikipedia.org/wiki/Paul_Hermann_Müller,"{'id': 'Q115475', 'url': 'https://www.wikidata.org/wiki/Q115475'}","['https://www.wikidata.org/wiki/Q115475', 'https://en.wikipedia.org/wiki/Paul_Hermann_Müller']",1948,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,1948-10-28,received,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,159773,3462835,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),49.0
209,William F. Giauque,William F.,Giauque,William Francis Giauque,giauque,male,1895-05-12,Canada,1982-03-28,USA,https://en.wikipedia.org/wiki/William_Giauque,"{'id': 'Q110073', 'url': 'https://www.wikidata.org/wiki/Q110073'}","['https://www.wikidata.org/wiki/Q110073', 'https://en.wikipedia.org/wiki/William_Giauque']",1949,Chemistry,The Nobel Prize in Chemistry,1,1,1949-11-03,received,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",156290,3319600,University of California,54.0
620,William Faulkner,William,Faulkner,William Faulkner,faulkner,male,1897-09-25,USA,1962-07-06,USA,https://en.wikipedia.org/wiki/William_Faulkner,"{'id': 'Q38392', 'url': 'https://www.wikidata.org/wiki/Q38392'}","['https://www.wikidata.org/wiki/Q38392', 'https://en.wikipedia.org/wiki/William_Faulkner']",1949,Literature,The Nobel Prize in Literature,1,1,1950-11-10,received,for his powerful and artistically unique contribution to the modern American novel,156290,3319600,,52.0
510,Lord Boyd Orr,John,Boyd Orr,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",orr,male,1880-09-23,Scotland,1971-06-25,Scotland,"https://en.wikipedia.org/wiki/John_Boyd_Orr,_1st_Baron_Boyd-Orr","{'id': 'Q315143', 'url': 'https://www.wikidata.org/wiki/Q315143'}","['https://www.wikidata.org/wiki/Q315143', 'https://en.wikipedia.org/wiki/John_Boyd_Orr,_1st_Baron_Boyd-Orr']",1949,Peace,The Nobel Peace Prize,1,1,1949-10-12,received,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",156290,3319600,,69.0
54,Hideki Yukawa,Hideki,Yukawa,Hideki Yukawa,yukawa,male,1907-01-23,Japan,1981-09-08,Japan,https://en.wikipedia.org/wiki/Hideki_Yukawa,"{'id': 'Q155777', 'url': 'https://www.wikidata.org/wiki/Q155777'}","['https://www.wikidata.org/wiki/Q155777', 'https://en.wikipedia.org/wiki/Hideki_Yukawa']",1949,Physics,The Nobel Prize in Physics,1,1,1949-11-03,received,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,156290,3319600,Columbia University,42.0
347,Walter Hess,Walter,Hess,Walter Rudolf Hess,hess,male,1881-03-17,Switzerland,1973-08-12,Switzerland,https://en.wikipedia.org/wiki/Walter_Rudolf_Hess,"{'id': 'Q115470', 'url': 'https://www.wikidata.org/wiki/Q115470'}","['https://www.wikidata.org/wiki/Q115470', 'https://en.wikipedia.org/wiki/Walter_Rudolf_Hess']",1949,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,1949-10-27,received,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,156290,3319600,University of Zurich,68.0
348,Egas Moniz,Egas,Moniz,António Caetano de Abreu Freire Egas Moniz,moniz,male,1874-11-29,Portugal,1955-12-13,Portugal,https://en.wikipedia.org/wiki/António_Egas_Moniz,"{'id': 'Q273219', 'url': 'https://www.wikidata.org/wiki/Q273219'}","['https://www.wikidata.org/wiki/Q273219', 'https://en.wikipedia.org/wiki/António_Egas_Moniz']",1949,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,1949-10-27,received,for his discovery of the therapeutic value of leucotomy in certain psychoses,156290,3319600,University of Lisbon,75.0
210,Otto Diels,Otto,Diels,Otto Paul Hermann Diels,diels,male,1876-01-23,Germany,1954-03-07,West Germany,https://en.wikipedia.org/wiki/Otto_Diels,"{'id': 'Q76616', 'url': 'https://www.wikidata.org/wiki/Q76616'}","['https://www.wikidata.org/wiki/Q76616', 'https://en.wikipedia.org/wiki/Otto_Diels']",1950,Chemistry,The Nobel Prize in Chemistry,1,1/2,1950-11-10,received,for their discovery and development of the diene synthesis,164304,3455264,Kiel University,74.0
211,Kurt Alder,Kurt,Alder,Kurt Alder,alder,male,1902-07-10,Prussia,1958-06-20,West Germany,https://en.wikipedia.org/wiki/Kurt_Alder,"{'id': 'Q76595', 'url': 'https://www.wikidata.org/wiki/Q76595'}","['https://www.wikidata.org/wiki/Q76595', 'https://en.wikipedia.org/wiki/Kurt_Alder']",1950,Chemistry,The Nobel Prize in Chemistry,2,1/2,1950-11-10,received,for their discovery and development of the diene synthesis,164304,3455264,Cologne University,48.0
621,Bertrand Russell,Bertrand,Russell,Earl (Bertrand Arthur William) Russell,russell,male,1872-05-18,United Kingdom,1970-02-02,United Kingdom,https://en.wikipedia.org/wiki/Bertrand_Russell,"{'id': 'Q33760', 'url': 'https://www.wikidata.org/wiki/Q33760'}","['https://www.wikidata.org/wiki/Q33760', 'https://en.wikipedia.org/wiki/Bertrand_Russell']",1950,Literature,The Nobel Prize in Literature,1,1,1950-11-10,received,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,164304,3455264,,78.0
511,Ralph Bunche,Ralph,Bunche,Ralph Bunche,bunche,male,1904-08-07,USA,1971-12-09,USA,https://en.wikipedia.org/wiki/Ralph_Bunche,"{'id': 'Q213500', 'url': 'https://www.wikidata.org/wiki/Q213500'}","['https://www.wikidata.org/wiki/Q213500', 'https://en.wikipedia.org/wiki/Ralph_Bunche']",1950,Peace,The Nobel Peace Prize,1,1,1950-09-22,received,for his work as mediator in Palestine in 1948-1949,164304,3455264,Harvard University,46.0
55,Cecil Powell,Cecil,Powell,Cecil Frank Powell,powell,male,1903-12-05,United Kingdom,1969-08-09,Italy,https://en.wikipedia.org/wiki/C._F._Powell,"{'id': 'Q178103', 'url': 'https://www.wikidata.org/wiki/Q178103'}","['https://www.wikidata.org/wiki/Q178103', 'https://en.wikipedia.org/wiki/C._F._Powell']",1950,Physics,The Nobel Prize in Physics,1,1,1950-11-10,received,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,164304,3455264,Bristol University,47.0
349,Edward C. Kendall,Edward C.,Kendall,Edward Calvin Kendall,kendall,male,1886-03-08,USA,1972-05-04,USA,https://en.wikipedia.org/wiki/Edward_Calvin_Kendall,"{'id': 'Q110101', 'url': 'https://www.wikidata.org/wiki/Q110101'}","['https://www.wikidata.org/wiki/Q110101', 'https://en.wikipedia.org/wiki/Edward_Calvin_Kendall']",1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,1950-10-26,received,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,3455264,Mayo Clinic,64.0
350,Tadeus Reichstein,Tadeus,Reichstein,Tadeus Reichstein,reichstein,male,1897-07-20,Poland,1996-08-01,Switzerland,https://en.wikipedia.org/wiki/Tadeus_Reichstein,"{'id': 'Q115490', 'url': 'https://www.wikidata.org/wiki/Q115490'}","['https://www.wikidata.org/wiki/Q115490', 'https://en.wikipedia.org/wiki/Tadeus_Reichstein']",1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,1950-10-26,received,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,3455264,Basel University,53.0
351,Philip S. Hench,Philip S.,Hench,Philip Showalter Hench,hench,male,1896-02-28,USA,1965-03-30,Jamaica,https://en.wikipedia.org/wiki/Philip_Showalter_Hench,"{'id': 'Q235651', 'url': 'https://www.wikidata.org/wiki/Q235651'}","['https://www.wikidata.org/wiki/Q235651', 'https://en.wikipedia.org/wiki/Philip_Showalter_Hench']",1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,1950-10-26,received,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,3455264,Mayo Clinic,54.0
212,Edwin M. McMillan,Edwin M.,McMillan,Edwin Mattison McMillan,mcmillan,male,1907-09-18,USA,1991-09-07,USA,https://en.wikipedia.org/wiki/Edwin_McMillan,"{'id': 'Q19009', 'url': 'https://www.wikidata.org/wiki/Q19009'}","['https://www.wikidata.org/wiki/Q19009', 'https://en.wikipedia.org/wiki/Edwin_McMillan']",1951,Chemistry,The Nobel Prize in Chemistry,1,1/2,1951-11-15,received,for their discoveries in the chemistry of the transuranium elements,167612,3042802,University of California,44.0
213,Glenn T. Seaborg,Glenn T.,Seaborg,Glenn Theodore Seaborg,seaborg,male,1912-04-19,USA,1999-02-25,USA,https://en.wikipedia.org/wiki/Glenn_T._Seaborg,"{'id': 'Q48973', 'url': 'https://www.wikidata.org/wiki/Q48973'}","['https://www.wikidata.org/wiki/Q48973', 'https://en.wikipedia.org/wiki/Glenn_T._Seaborg']",1951,Chemistry,The Nobel Prize in Chemistry,2,1/2,1951-11-15,received,for their discoveries in the chemistry of the transuranium elements,167612,3042802,University of California,39.0
622,Pär Lagerkvist,Pär,Lagerkvist,Pär Fabian Lagerkvist,lagerkvist,male,1891-05-23,Sweden,1974-07-11,Sweden,https://en.wikipedia.org/wiki/Pär_Lagerkvist,"{'id': 'Q93137', 'url': 'https://www.wikidata.org/wiki/Q93137'}","['https://www.wikidata.org/wiki/Q93137', 'https://en.wikipedia.org/wiki/Pär_Lagerkvist']",1951,Literature,The Nobel Prize in Literature,1,1,1951-11-15,received,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,167612,3042802,,60.0
512,Léon Jouhaux,Léon,Jouhaux,Léon Jouhaux,jouhaux,male,1879-07-01,France,1954-04-28,France,https://en.wikipedia.org/wiki/Léon_Jouhaux,"{'id': 'Q155415', 'url': 'https://www.wikidata.org/wiki/Q155415'}","['https://www.wikidata.org/wiki/Q155415', 'https://en.wikipedia.org/wiki/Léon_Jouhaux']",1951,Peace,The Nobel Peace Prize,1,1,1951-11-05,received,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,167612,3042802,,72.0
56,John Cockcroft,John,Cockcroft,Sir John Douglas Cockcroft,cockcroft,male,1897-05-27,United Kingdom,1967-09-18,United Kingdom,https://en.wikipedia.org/wiki/John_Cockcroft,"{'id': 'Q62897', 'url': 'https://www.wikidata.org/wiki/Q62897'}","['https://www.wikidata.org/wiki/Q62897', 'https://en.wikipedia.org/wiki/John_Cockcroft']",1951,Physics,The Nobel Prize in Physics,1,1/2,1951-11-15,received,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,167612,3042802,Atomic Energy Research Establishment,54.0
57,Ernest T.S. Walton,Ernest T.S.,Walton,Ernest Thomas Sinton Walton,walton,male,1903-10-06,Ireland,1995-06-25,Northern Ireland,https://en.wikipedia.org/wiki/Ernest_Walton,"{'id': 'Q183631', 'url': 'https://www.wikidata.org/wiki/Q183631'}","['https://www.wikidata.org/wiki/Q183631', 'https://en.wikipedia.org/wiki/Ernest_Walton']",1951,Physics,The Nobel Prize in Physics,2,1/2,1951-11-15,received,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,167612,3042802,Trinity College,48.0
352,Max Theiler,Max,Theiler,Max Theiler,theiler,male,1899-01-30,South Africa,1972-08-11,USA,https://en.wikipedia.org/wiki/Max_Theiler,"{'id': 'Q46928', 'url': 'https://www.wikidata.org/wiki/Q46928'}","['https://www.wikidata.org/wiki/Q46928', 'https://en.wikipedia.org/wiki/Max_Theiler']",1951,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,1951-10-18,received,for his discoveries concerning yellow fever and how to combat it,167612,3042802,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation",52.0
214,Archer J.P. Martin,Archer J.P.,Martin,Archer John Porter Martin,martin,male,1910-03-01,United Kingdom,2002-07-28,United Kingdom,https://en.wikipedia.org/wiki/Archer_John_Porter_Martin,"{'id': 'Q48977', 'url': 'https://www.wikidata.org/wiki/Q48977'}","['https://www.wikidata.org/wiki/Q48977', 'https://en.wikipedia.org/wiki/Archer_John_Porter_Martin']",1952,Chemistry,The Nobel Prize in Chemistry,1,1/2,1952-11-06,received,for their invention of partition chromatography,171135,2884847,National Institute for Medical Research,42.0
215,Richard L.M. Synge,Richard L.M.,Synge,Richard Laurence Millington Synge,synge,male,1914-10-28,United Kingdom,1994-08-18,United Kingdom,https://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge,"{'id': 'Q48979', 'url': 'https://www.wikidata.org/wiki/Q48979'}","['https://www.wikidata.org/wiki/Q48979', 'https://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge']",1952,Chemistry,The Nobel Prize in Chemistry,2,1/2,1952-11-06,received,for their invention of partition chromatography,171135,2884847,Rowett Research Institute,38.0
623,François Mauriac,François,Mauriac,François Mauriac,mauriac,male,1885-10-11,France,1970-09-01,France,https://en.wikipedia.org/wiki/François_Mauriac,"{'id': 'Q81685', 'url': 'https://www.wikidata.org/wiki/Q81685'}","['https://www.wikidata.org/wiki/Q81685', 'https://en.wikipedia.org/wiki/François_Mauriac']",1952,Literature,The Nobel Prize in Literature,1,1,1952-11-06,received,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,171135,2884847,,67.0
513,Albert Schweitzer,Albert,Schweitzer,Albert Schweitzer,schweitzer,male,1875-01-14,Germany,1965-09-04,Gabon,https://en.wikipedia.org/wiki/Albert_Schweitzer,"{'id': 'Q49325', 'url': 'https://www.wikidata.org/wiki/Q49325'}","['https://www.wikidata.org/wiki/Q49325', 'https://en.wikipedia.org/wiki/Albert_Schweitzer']",1952,Peace,The Nobel Peace Prize,1,1,1953-10-30,received,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one",171135,2884847,,77.0
58,Felix Bloch,Felix,Bloch,Felix Bloch,bloch,male,1905-10-23,Switzerland,1983-09-10,Switzerland,https://en.wikipedia.org/wiki/Felix_Bloch,"{'id': 'Q123022', 'url': 'https://www.wikidata.org/wiki/Q123022'}","['https://www.wikidata.org/wiki/Q123022', 'https://en.wikipedia.org/wiki/Felix_Bloch']",1952,Physics,The Nobel Prize in Physics,1,1/2,1952-11-06,received,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,171135,2884847,Stanford University,47.0
59,E. M. Purcell,E. M.,Purcell,Edward Mills Purcell,purcell,male,1912-08-30,USA,1997-03-07,USA,https://en.wikipedia.org/wiki/Edward_Mills_Purcell,"{'id': 'Q183270', 'url': 'https://www.wikidata.org/wiki/Q183270'}","['https://www.wikidata.org/wiki/Q183270', 'https://en.wikipedia.org/wiki/Edward_Mills_Purcell']",1952,Physics,The Nobel Prize in Physics,2,1/2,1952-11-06,received,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,171135,2884847,Harvard University,40.0
353,Selman A. Waksman,Selman A.,Waksman,Selman Abraham Waksman,waksman,male,1888-07-22,Russian Empire,1973-08-16,USA,https://en.wikipedia.org/wiki/Selman_Waksman,"{'id': 'Q232308', 'url': 'https://www.wikidata.org/wiki/Q232308'}","['https://www.wikidata.org/wiki/Q232308', 'https://en.wikipedia.org/wiki/Selman_Waksman']",1952,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,1952-10-23,received,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",171135,2884847,Rutgers University,64.0
216,Hermann Staudinger,Hermann,Staudinger,Hermann Staudinger,staudinger,male,1881-03-23,Germany,1965-09-08,West Germany,https://en.wikipedia.org/wiki/Hermann_Staudinger,"{'id': 'Q48956', 'url': 'https://www.wikidata.org/wiki/Q48956'}","['https://www.wikidata.org/wiki/Q48956', 'https://en.wikipedia.org/wiki/Hermann_Staudinger']",1953,Chemistry,The Nobel Prize in Chemistry,1,1,1953-11-04,received,for his discoveries in the field of macromolecular chemistry,175293,2908768,University of Freiburg,72.0
624,Winston Churchill,Winston,Churchill,Sir Winston Leonard Spencer Churchill,churchill,male,1874-11-30,United Kingdom,1965-01-24,United Kingdom,https://en.wikipedia.org/wiki/Winston_Churchill,"{'id': 'Q8016', 'url': 'https://www.wikidata.org/wiki/Q8016'}","['https://www.wikidata.org/wiki/Q8016', 'https://en.wikipedia.org/wiki/Winston_Churchill']",1953,Literature,The Nobel Prize in Literature,1,1,1953-10-15,received,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,175293,2908768,,79.0
514,George C. Marshall,George C.,Marshall,George Catlett Marshall,marshall,male,1880-12-31,USA,1959-10-16,USA,https://en.wikipedia.org/wiki/George_Marshall,"{'id': 'Q151414', 'url': 'https://www.wikidata.org/wiki/Q151414'}","['https://www.wikidata.org/wiki/Q151414', 'https://en.wikipedia.org/wiki/George_Marshall']",1953,Peace,The Nobel Peace Prize,1,1,1953-10-30,received,for proposing and supervising the plan for the economic recovery of Europe,175293,2908768,,73.0
60,Frits Zernike,Frits,Zernike,Frits Zernike,zernike,male,1888-07-16,the Netherlands,1966-03-10,the Netherlands,https://en.wikipedia.org/wiki/Frits_Zernike,"{'id': 'Q188293', 'url': 'https://www.wikidata.org/wiki/Q188293'}","['https://www.wikidata.org/wiki/Q188293', 'https://en.wikipedia.org/wiki/Frits_Zernike']",1953,Physics,The Nobel Prize in Physics,1,1,1953-11-04,received,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",175293,2908768,Groningen University,65.0
354,Hans Krebs,Hans,Krebs,Hans Adolf Krebs,krebs,male,1900-08-25,Germany,1981-11-22,United Kingdom,https://en.wikipedia.org/wiki/Hans_Adolf_Krebs,"{'id': 'Q57191', 'url': 'https://www.wikidata.org/wiki/Q57191'}","['https://www.wikidata.org/wiki/Q57191', 'https://en.wikipedia.org/wiki/Hans_Adolf_Krebs']",1953,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,1953-10-22,received,for his discovery of the citric acid cycle,175293,2908768,Sheffield University,53.0
355,Fritz Lipmann,Fritz,Lipmann,Fritz Albert Lipmann,lipmann,male,1899-06-12,Germany,1986-07-24,USA,https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann,"{'id': 'Q77104', 'url': 'https://www.wikidata.org/wiki/Q77104'}","['https://www.wikidata.org/wiki/Q77104', 'https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann']",1953,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,1953-10-22,received,for his discovery of co-enzyme A and its importance for intermediary metabolism,175293,2908768,Harvard Medical School,54.0
