country_search,Year,State,United Kingdom %,Wikipedia %
Czech Republic,2024,Michigan,3.0,97.0
Czech Republic,2024,Minnesota,4.0,96.0
Czech Republic,2024,Mississippi,3.0,97.0
Czech Republic,2024,Missouri,3.0,97.0
Czech Republic,2024,Montana,3.0,97.0
Czech Republic,2024,Nebraska,5.0,95.0
Czech Republic,2024,Nevada,3.0,97.0
Czech Republic,2024,New Hampshire,3.0,97.0
Czech Republic,2024,New Jersey,3.0,97.0
Czech Republic,2024,New Mexico,3.0,97.0
Czech Republic,2024,New York,3.0,97.0
Czech Republic,2024,North Carolina,3.0,97.0
Czech Republic,2024,North Dakota,4.0,96.0
Czech Republic,2024,Ohio,2.0,98.0
Czech Republic,2024,Oklahoma,3.0,97.0
Czech Republic,2024,Oregon,3.0,97.0
Czech Republic,2024,Pennsylvania,3.0,97.0
Czech Republic,2024,Rhode Island,3.0,97.0
Czech Republic,2024,South Carolina,3.0,97.0
Czech Republic,2024,South Dakota,4.0,96.0
Czech Republic,2024,Tennessee,3.0,97.0
Czech Republic,2024,Texas,4.0,96.0
Czech Republic,2024,Utah,4.0,96.0
Czech Republic,2024,Vermont,3.0,97.0
Czech Republic,2024,Virginia,3.0,97.0
Czech Republic,2024,Washington,2.0,98.0
Czech Republic,2024,West Virginia,3.0,97.0
Czech Republic,2024,Wisconsin,4.0,96.0
Czech Republic,2024,Wyoming,5.0,95.0
DR Congo,2024,Alabama,0.0,100.0
DR Congo,2024,Alaska,0.0,100.0
DR Congo,2024,Arizona,0.0,100.0
DR Congo,2024,Arkansas,0.0,100.0
DR Congo,2024,California,0.0,100.0
DR Congo,2024,Colorado,0.0,100.0
DR Congo,2024,Connecticut,0.0,100.0
DR Congo,2024,Delaware,0.0,100.0
DR Congo,2024,District of Columbia,0.0,100.0
DR Congo,2024,Florida,0.0,100.0
DR Congo,2024,Georgia,0.0,100.0
DR Congo,2024,Hawaii,0.0,100.0
DR Congo,2024,Idaho,0.0,100.0
DR Congo,2024,Illinois,0.0,100.0
DR Congo,2024,Indiana,0.0,100.0
DR Congo,2024,Iowa,1.0,99.0
DR Congo,2024,Kansas,0.0,100.0
DR Congo,2024,Kentucky,1.0,99.0
DR Congo,2024,Louisiana,0.0,100.0
DR Congo,2024,Maine,0.0,100.0
DR Congo,2024,Maryland,0.0,100.0
DR Congo,2024,Massachusetts,0.0,100.0
DR Congo,2024,Michigan,0.0,100.0
DR Congo,2024,Minnesota,0.0,100.0
DR Congo,2024,Mississippi,0.0,100.0
DR Congo,2024,Missouri,0.0,100.0
DR Congo,2024,Montana,0.0,100.0
DR Congo,2024,Nebraska,0.0,100.0
DR Congo,2024,Nevada,0.0,100.0
DR Congo,2024,New Hampshire,0.0,100.0
DR Congo,2024,New Jersey,0.0,100.0
DR Congo,2024,New Mexico,0.0,100.0
DR Congo,2024,New York,0.0,100.0
DR Congo,2024,North Carolina,0.0,100.0
DR Congo,2024,North Dakota,0.0,100.0
DR Congo,2024,Ohio,0.0,100.0
DR Congo,2024,Oklahoma,0.0,100.0
DR Congo,2024,Oregon,0.0,100.0
DR Congo,2024,Pennsylvania,0.0,100.0
DR Congo,2024,Rhode Island,0.0,100.0
DR Congo,2024,South Carolina,0.0,100.0
DR Congo,2024,South Dakota,0.0,100.0
DR Congo,2024,Tennessee,0.0,100.0
DR Congo,2024,Texas,0.0,100.0
DR Congo,2024,Utah,0.0,100.0
DR Congo,2024,Vermont,0.0,100.0
DR Congo,2024,Virginia,0.0,100.0
DR Congo,2024,Washington,0.0,100.0
DR Congo,2024,West Virginia,0.0,100.0
DR Congo,2024,Wisconsin,0.0,100.0
DR Congo,2024,Wyoming,0.0,100.0
Denmark,2024,Alabama,11.0,89.0
Denmark,2024,Alaska,15.0,85.0
Denmark,2024,Arizona,13.0,87.0
Denmark,2024,Arkansas,10.0,90.0
Denmark,2024,California,12.0,88.0
Denmark,2024,Colorado,15.0,85.0
Denmark,2024,Connecticut,13.0,87.0
Denmark,2024,Delaware,13.0,87.0
Denmark,2024,District of Columbia,12.0,88.0
Denmark,2024,Florida,13.0,87.0
Denmark,2024,Georgia,18.0,82.0
Denmark,2024,Hawaii,11.0,89.0
Denmark,2024,Idaho,15.0,85.0
Denmark,2024,Illinois,12.0,88.0
Denmark,2024,Indiana,12.0,88.0
Denmark,2024,Iowa,15.0,85.0
Denmark,2024,Kansas,11.0,89.0
Denmark,2024,Kentucky,11.0,89.0
Denmark,2024,Louisiana,10.0,90.0
Denmark,2024,Maine,19.0,81.0
Denmark,2024,Maryland,12.0,88.0
Denmark,2024,Massachusetts,12.0,88.0
Denmark,2024,Michigan,11.0,89.0
Denmark,2024,Minnesota,15.0,85.0
Denmark,2024,Mississippi,11.0,89.0
Denmark,2024,Missouri,12.0,88.0
Denmark,2024,Montana,13.0,87.0
Denmark,2024,Nebraska,13.0,87.0
Denmark,2024,Nevada,11.0,89.0
Denmark,2024,New Hampshire,13.0,87.0
Denmark,2024,New Jersey,12.0,88.0
Denmark,2024,New Mexico,10.0,90.0
Denmark,2024,New York,13.0,87.0
Denmark,2024,North Carolina,14.000000000000002,86.0
Denmark,2024,North Dakota,12.0,88.0
Denmark,2024,Ohio,10.0,90.0
Denmark,2024,Oklahoma,10.0,90.0
Denmark,2024,Oregon,12.0,88.0
Denmark,2024,Pennsylvania,13.0,87.0
Denmark,2024,Rhode Island,13.0,87.0
Denmark,2024,South Carolina,24.0,76.0
Denmark,2024,South Dakota,14.000000000000002,86.0
Denmark,2024,Tennessee,12.0,88.0
Denmark,2024,Texas,13.0,87.0
Denmark,2024,Utah,17.0,83.0
Denmark,2024,Vermont,14.000000000000002,86.0
Denmark,2024,Virginia,14.000000000000002,86.0
Denmark,2024,Washington,11.0,89.0
Denmark,2024,West Virginia,10.0,90.0
Denmark,2024,Wisconsin,27.0,73.0
Denmark,2024,Wyoming,14.000000000000002,86.0
Djibouti,2024,Alabama,1.0,99.0
Djibouti,2024,Alaska,1.0,99.0
Djibouti,2024,Arizona,1.0,99.0
Djibouti,2024,Arkansas,1.0,99.0
Djibouti,2024,California,0.0,100.0
Djibouti,2024,Colorado,1.0,99.0
Djibouti,2024,Connecticut,1.0,99.0
Djibouti,2024,Delaware,1.0,99.0
Djibouti,2024,District of Columbia,2.0,98.0
Djibouti,2024,Florida,1.0,99.0
Djibouti,2024,Georgia,1.0,99.0
Djibouti,2024,Hawaii,1.0,99.0
Djibouti,2024,Idaho,1.0,99.0
Djibouti,2024,Illinois,1.0,99.0
Djibouti,2024,Indiana,1.0,99.0
Djibouti,2024,Iowa,1.0,99.0
Djibouti,2024,Kansas,1.0,99.0
Djibouti,2024,Kentucky,1.0,99.0
Djibouti,2024,Louisiana,1.0,99.0
Djibouti,2024,Maine,3.0,97.0
Djibouti,2024,Maryland,1.0,99.0
Djibouti,2024,Massachusetts,0.0,100.0
Djibouti,2024,Michigan,1.0,99.0
Djibouti,2024,Minnesota,2.0,98.0
Djibouti,2024,Mississippi,2.0,98.0
Djibouti,2024,Missouri,1.0,99.0
Djibouti,2024,Montana,1.0,99.0
Djibouti,2024,Nebraska,1.0,99.0
Djibouti,2024,Nevada,1.0,99.0
Djibouti,2024,New Hampshire,0.0,100.0
Djibouti,2024,New Jersey,0.0,100.0
Djibouti,2024,New Mexico,1.0,99.0
Djibouti,2024,New York,1.0,99.0
Djibouti,2024,North Carolina,1.0,99.0
Djibouti,2024,North Dakota,2.0,98.0
Djibouti,2024,Ohio,1.0,99.0
Djibouti,2024,Oklahoma,1.0,99.0
Djibouti,2024,Oregon,1.0,99.0
Djibouti,2024,Pennsylvania,1.0,99.0
Djibouti,2024,Rhode Island,1.0,99.0
Djibouti,2024,South Carolina,1.0,99.0
Djibouti,2024,South Dakota,1.0,99.0
Djibouti,2024,Tennessee,1.0,99.0
Djibouti,2024,Texas,1.0,99.0
Djibouti,2024,Utah,1.0,99.0
Djibouti,2024,Vermont,1.0,99.0
Djibouti,2024,Virginia,2.0,98.0
Djibouti,2024,Washington,1.0,99.0
Djibouti,2024,West Virginia,1.0,99.0
Djibouti,2024,Wisconsin,1.0,99.0
Djibouti,2024,Wyoming,1.0,99.0
Dominica,2024,Alabama,2.0,98.0
Dominica,2024,Alaska,2.0,98.0
Dominica,2024,Arizona,1.0,99.0
Dominica,2024,Arkansas,1.0,99.0
Dominica,2024,California,1.0,99.0
Dominica,2024,Colorado,2.0,98.0
Dominica,2024,Connecticut,3.0,97.0
Dominica,2024,Delaware,3.0,97.0
Dominica,2024,District of Columbia,3.0,97.0
Dominica,2024,Florida,4.0,96.0
Dominica,2024,Georgia,3.0,97.0
Dominica,2024,Hawaii,1.0,99.0
Dominica,2024,Idaho,2.0,98.0
Dominica,2024,Illinois,1.0,99.0
Dominica,2024,Indiana,1.0,99.0
Dominica,2024,Iowa,1.0,99.0
Dominica,2024,Kansas,1.0,99.0
Dominica,2024,Kentucky,1.0,99.0
Dominica,2024,Louisiana,3.0,97.0
Dominica,2024,Maine,2.0,98.0
Dominica,2024,Maryland,3.0,97.0
Dominica,2024,Massachusetts,2.0,98.0
Dominica,2024,Michigan,1.0,99.0
Dominica,2024,Minnesota,1.0,99.0
Dominica,2024,Mississippi,2.0,98.0
Dominica,2024,Missouri,1.0,99.0
Dominica,2024,Montana,2.0,98.0
Dominica,2024,Nebraska,1.0,99.0
Dominica,2024,Nevada,1.0,99.0
Dominica,2024,New Hampshire,2.0,98.0
Dominica,2024,New Jersey,3.0,97.0
Dominica,2024,New Mexico,1.0,99.0
Dominica,2024,New York,4.0,96.0
Dominica,2024,North Carolina,2.0,98.0
Dominica,2024,North Dakota,2.0,98.0
Dominica,2024,Ohio,1.0,99.0
Dominica,2024,Oklahoma,1.0,99.0
Dominica,2024,Oregon,1.0,99.0
Dominica,2024,Pennsylvania,2.0,98.0
Dominica,2024,Rhode Island,3.0,97.0
Dominica,2024,South Carolina,2.0,98.0
Dominica,2024,South Dakota,2.0,98.0
Dominica,2024,Tennessee,2.0,98.0
Dominica,2024,Texas,2.0,98.0
Dominica,2024,Utah,1.0,99.0
Dominica,2024,Vermont,2.0,98.0
Dominica,2024,Virginia,2.0,98.0
Dominica,2024,Washington,1.0,99.0
Dominica,2024,West Virginia,1.0,99.0
Dominica,2024,Wisconsin,1.0,99.0
Dominica,2024,Wyoming,2.0,98.0
Dominican Republic,2024,Alabama,16.0,84.0
Dominican Republic,2024,Alaska,13.0,87.0
Dominican Republic,2024,Arizona,12.0,88.0
Dominican Republic,2024,Arkansas,12.0,88.0
Dominican Republic,2024,California,9.0,91.0
Dominican Republic,2024,Colorado,13.0,87.0
Dominican Republic,2024,Connecticut,23.0,77.0
Dominican Republic,2024,Delaware,21.0,79.0
Dominican Republic,2024,District of Columbia,12.0,88.0
Dominican Republic,2024,Florida,30.0,70.0
Dominican Republic,2024,Georgia,22.0,78.0
Dominican Republic,2024,Hawaii,7.000000000000001,93.0
Dominican Republic,2024,Idaho,12.0,88.0
Dominican Republic,2024,Illinois,14.000000000000002,86.0
Dominican Republic,2024,Indiana,15.0,85.0
Dominican Republic,2024,Iowa,16.0,84.0
Dominican Republic,2024,Kansas,11.0,89.0
Dominican Republic,2024,Kentucky,14.000000000000002,86.0
Dominican Republic,2024,Louisiana,16.0,84.0
Dominican Republic,2024,Maine,13.0,87.0
Dominican Republic,2024,Maryland,18.0,82.0
Dominican Republic,2024,Massachusetts,20.0,80.0
Dominican Republic,2024,Michigan,14.000000000000002,86.0
Dominican Republic,2024,Minnesota,15.0,85.0
Dominican Republic,2024,Mississippi,15.0,85.0
Dominican Republic,2024,Missouri,15.0,85.0
Dominican Republic,2024,Montana,9.0,91.0
Dominican Republic,2024,Nebraska,16.0,84.0
Dominican Republic,2024,Nevada,12.0,88.0
Dominican Republic,2024,New Hampshire,15.0,85.0
Dominican Republic,2024,New Jersey,34.0,66.0
Dominican Republic,2024,New Mexico,8.0,92.0
Dominican Republic,2024,New York,28.000000000000004,72.0
Dominican Republic,2024,North Carolina,20.0,80.0
Dominican Republic,2024,North Dakota,16.0,84.0
Dominican Republic,2024,Ohio,14.000000000000002,86.0
Dominican Republic,2024,Oklahoma,11.0,89.0
Dominican Republic,2024,Oregon,7.000000000000001,93.0
Dominican Republic,2024,Pennsylvania,21.0,79.0
Dominican Republic,2024,Rhode Island,31.0,69.0
Dominican Republic,2024,South Carolina,21.0,79.0
Dominican Republic,2024,South Dakota,17.0,83.0
Dominican Republic,2024,Tennessee,16.0,84.0
Dominican Republic,2024,Texas,16.0,84.0
Dominican Republic,2024,Utah,13.0,87.0
Dominican Republic,2024,Vermont,12.0,88.0
Dominican Republic,2024,Virginia,16.0,84.0
Dominican Republic,2024,Washington,7.000000000000001,93.0
Dominican Republic,2024,West Virginia,12.0,88.0
Dominican Republic,2024,Wisconsin,14.000000000000002,86.0
Dominican Republic,2024,Wyoming,15.0,85.0
Ecuador,2024,Alabama,11.0,89.0
Ecuador,2024,Alaska,12.0,88.0
Ecuador,2024,Arizona,18.0,82.0
Ecuador,2024,Arkansas,11.0,89.0
Ecuador,2024,California,16.0,84.0
Ecuador,2024,Colorado,17.0,83.0
Ecuador,2024,Connecticut,43.0,56.99999999999999
Ecuador,2024,Delaware,17.0,83.0
Ecuador,2024,District of Columbia,19.0,81.0
Ecuador,2024,Florida,34.0,66.0
Ecuador,2024,Georgia,19.0,81.0
Ecuador,2024,Hawaii,9.0,91.0
Ecuador,2024,Idaho,15.0,85.0
Ecuador,2024,Illinois,23.0,77.0
Ecuador,2024,Indiana,12.0,88.0
Ecuador,2024,Iowa,12.0,88.0
Ecuador,2024,Kansas,13.0,87.0
Ecuador,2024,Kentucky,10.0,90.0
Ecuador,2024,Louisiana,13.0,87.0
Ecuador,2024,Maine,11.0,89.0
Ecuador,2024,Maryland,19.0,81.0
Ecuador,2024,Massachusetts,15.0,85.0
Ecuador,2024,Michigan,9.0,91.0
Ecuador,2024,Minnesota,25.0,75.0
Ecuador,2024,Mississippi,11.0,89.0
Ecuador,2024,Missouri,10.0,90.0
Ecuador,2024,Montana,11.0,89.0
Ecuador,2024,Nebraska,14.000000000000002,86.0
Ecuador,2024,Nevada,20.0,80.0
Ecuador,2024,New Hampshire,10.0,90.0
Ecuador,2024,New Jersey,49.0,51.0
Ecuador,2024,New Mexico,13.0,87.0
Ecuador,2024,New York,41.0,59.0
Ecuador,2024,North Carolina,21.0,79.0
Ecuador,2024,North Dakota,11.0,89.0
Ecuador,2024,Ohio,10.0,90.0
Ecuador,2024,Oklahoma,11.0,89.0
Ecuador,2024,Oregon,10.0,90.0
Ecuador,2024,Pennsylvania,17.0,83.0
Ecuador,2024,Rhode Island,16.0,84.0
Ecuador,2024,South Carolina,18.0,82.0
Ecuador,2024,South Dakota,11.0,89.0
Ecuador,2024,Tennessee,13.0,87.0
Ecuador,2024,Texas,23.0,77.0
Ecuador,2024,Utah,23.0,77.0
Ecuador,2024,Vermont,11.0,89.0
Ecuador,2024,Virginia,17.0,83.0
Ecuador,2024,Washington,9.0,91.0
Ecuador,2024,West Virginia,8.0,92.0
Ecuador,2024,Wisconsin,12.0,88.0
Ecuador,2024,Wyoming,17.0,83.0
Egypt,2024,Alabama,32.0,68.0
Egypt,2024,Alaska,30.0,70.0
Egypt,2024,Arizona,28.999999999999996,71.0
Egypt,2024,Arkansas,28.999999999999996,71.0
Egypt,2024,California,26.0,74.0
Egypt,2024,Colorado,26.0,74.0
Egypt,2024,Connecticut,24.0,76.0
Egypt,2024,Delaware,25.0,75.0
Egypt,2024,District of Columbia,25.0,75.0
Egypt,2024,Florida,28.000000000000004,72.0
Egypt,2024,Georgia,30.0,70.0
Egypt,2024,Hawaii,24.0,76.0
Egypt,2024,Idaho,31.0,69.0
Egypt,2024,Illinois,26.0,74.0
Egypt,2024,Indiana,31.0,69.0
Egypt,2024,Iowa,28.999999999999996,71.0
Egypt,2024,Kansas,28.000000000000004,72.0
Egypt,2024,Kentucky,31.0,69.0
Egypt,2024,Louisiana,28.999999999999996,71.0
Egypt,2024,Maine,22.0,78.0
Egypt,2024,Maryland,26.0,74.0
Egypt,2024,Massachusetts,21.0,79.0
Egypt,2024,Michigan,30.0,70.0
Egypt,2024,Minnesota,25.0,75.0
Egypt,2024,Mississippi,33.0,67.0
Egypt,2024,Missouri,33.0,67.0
Egypt,2024,Montana,24.0,76.0
Egypt,2024,Nebraska,28.999999999999996,71.0
Egypt,2024,Nevada,28.000000000000004,72.0
Egypt,2024,New Hampshire,21.0,79.0
Egypt,2024,New Jersey,38.0,62.0
Egypt,2024,New Mexico,26.0,74.0
Egypt,2024,New York,26.0,74.0
Egypt,2024,North Carolina,32.0,68.0
Egypt,2024,North Dakota,28.999999999999996,71.0
Egypt,2024,Ohio,26.0,74.0
Egypt,2024,Oklahoma,31.0,69.0
Egypt,2024,Oregon,21.0,79.0
Egypt,2024,Pennsylvania,28.000000000000004,72.0
Egypt,2024,Rhode Island,23.0,77.0
Egypt,2024,South Carolina,28.999999999999996,71.0
Egypt,2024,South Dakota,28.999999999999996,71.0
Egypt,2024,Tennessee,33.0,67.0
Egypt,2024,Texas,32.0,68.0
Egypt,2024,Utah,28.000000000000004,72.0
Egypt,2024,Vermont,19.0,81.0
Egypt,2024,Virginia,30.0,70.0
Egypt,2024,Washington,24.0,76.0
Egypt,2024,West Virginia,28.999999999999996,71.0
Egypt,2024,Wisconsin,25.0,75.0
Egypt,2024,Wyoming,30.0,70.0
El Salvador,2024,Alabama,10.0,90.0
El Salvador,2024,Alaska,11.0,89.0
El Salvador,2024,Arizona,13.0,87.0
El Salvador,2024,Arkansas,28.999999999999996,71.0
El Salvador,2024,California,31.0,69.0
El Salvador,2024,Colorado,17.0,83.0
El Salvador,2024,Connecticut,15.0,85.0
El Salvador,2024,Delaware,15.0,85.0
El Salvador,2024,District of Columbia,31.0,69.0
El Salvador,2024,Florida,21.0,79.0
El Salvador,2024,Georgia,23.0,77.0
El Salvador,2024,Hawaii,8.0,92.0
El Salvador,2024,Idaho,11.0,89.0
El Salvador,2024,Illinois,12.0,88.0
El Salvador,2024,Indiana,13.0,87.0
El Salvador,2024,Iowa,16.0,84.0
El Salvador,2024,Kansas,13.0,87.0
El Salvador,2024,Kentucky,9.0,91.0
El Salvador,2024,Louisiana,16.0,84.0
El Salvador,2024,Maine,7.000000000000001,93.0
El Salvador,2024,Maryland,47.0,53.0
El Salvador,2024,Massachusetts,20.0,80.0
El Salvador,2024,Michigan,8.0,92.0
El Salvador,2024,Minnesota,12.0,88.0
El Salvador,2024,Mississippi,11.0,89.0
El Salvador,2024,Missouri,10.0,90.0
El Salvador,2024,Montana,6.0,94.0
El Salvador,2024,Nebraska,21.0,79.0
El Salvador,2024,Nevada,32.0,68.0
El Salvador,2024,New Hampshire,7.000000000000001,93.0
El Salvador,2024,New Jersey,26.0,74.0
El Salvador,2024,New Mexico,11.0,89.0
El Salvador,2024,New York,23.0,77.0
El Salvador,2024,North Carolina,25.0,75.0
El Salvador,2024,North Dakota,8.0,92.0
El Salvador,2024,Ohio,8.0,92.0
El Salvador,2024,Oklahoma,12.0,88.0
El Salvador,2024,Oregon,11.0,89.0
El Salvador,2024,Pennsylvania,10.0,90.0
El Salvador,2024,Rhode Island,14.000000000000002,86.0
El Salvador,2024,South Carolina,14.000000000000002,86.0
El Salvador,2024,South Dakota,15.0,85.0
El Salvador,2024,Tennessee,16.0,84.0
El Salvador,2024,Texas,35.0,65.0
El Salvador,2024,Utah,18.0,82.0
El Salvador,2024,Vermont,5.0,95.0
El Salvador,2024,Virginia,39.0,61.0
El Salvador,2024,Washington,11.0,89.0
El Salvador,2024,West Virginia,10.0,90.0
El Salvador,2024,Wisconsin,7.000000000000001,93.0
El Salvador,2024,Wyoming,13.0,87.0
Equatorial Guinea,2024,Alabama,0.0,100.0
Equatorial Guinea,2024,Alaska,0.0,100.0
Equatorial Guinea,2024,Arizona,0.0,100.0
Equatorial Guinea,2024,Arkansas,0.0,100.0
Equatorial Guinea,2024,California,0.0,100.0
Equatorial Guinea,2024,Colorado,0.0,100.0
Equatorial Guinea,2024,Connecticut,1.0,99.0
Equatorial Guinea,2024,Delaware,1.0,99.0
Equatorial Guinea,2024,District of Columbia,1.0,99.0
Equatorial Guinea,2024,Florida,1.0,99.0
Equatorial Guinea,2024,Georgia,1.0,99.0
Equatorial Guinea,2024,Hawaii,0.0,100.0
Equatorial Guinea,2024,Idaho,0.0,100.0
Equatorial Guinea,2024,Illinois,0.0,100.0
Equatorial Guinea,2024,Indiana,1.0,99.0
Equatorial Guinea,2024,Iowa,1.0,99.0
Equatorial Guinea,2024,Kansas,0.0,100.0
Equatorial Guinea,2024,Kentucky,1.0,99.0
Equatorial Guinea,2024,Louisiana,0.0,100.0
Equatorial Guinea,2024,Maine,0.0,100.0
Equatorial Guinea,2024,Maryland,2.0,98.0
Equatorial Guinea,2024,Massachusetts,1.0,99.0
Equatorial Guinea,2024,Michigan,0.0,100.0
Equatorial Guinea,2024,Minnesota,1.0,99.0
Equatorial Guinea,2024,Mississippi,1.0,99.0
Equatorial Guinea,2024,Missouri,0.0,100.0
Equatorial Guinea,2024,Montana,0.0,100.0
Equatorial Guinea,2024,Nebraska,1.0,99.0
Equatorial Guinea,2024,Nevada,1.0,99.0
Equatorial Guinea,2024,New Hampshire,0.0,100.0
Equatorial Guinea,2024,New Jersey,1.0,99.0
Equatorial Guinea,2024,New Mexico,0.0,100.0
Equatorial Guinea,2024,New York,1.0,99.0
Equatorial Guinea,2024,North Carolina,1.0,99.0
Equatorial Guinea,2024,North Dakota,1.0,99.0
Equatorial Guinea,2024,Ohio,0.0,100.0
Equatorial Guinea,2024,Oklahoma,1.0,99.0
Equatorial Guinea,2024,Oregon,0.0,100.0
Equatorial Guinea,2024,Pennsylvania,0.0,100.0
Equatorial Guinea,2024,Rhode Island,1.0,99.0
Equatorial Guinea,2024,South Carolina,1.0,99.0
Equatorial Guinea,2024,South Dakota,1.0,99.0
Equatorial Guinea,2024,Tennessee,0.0,100.0
Equatorial Guinea,2024,Texas,1.0,99.0
Equatorial Guinea,2024,Utah,0.0,100.0
Equatorial Guinea,2024,Vermont,0.0,100.0
Equatorial Guinea,2024,Virginia,1.0,99.0
Equatorial Guinea,2024,Washington,0.0,100.0
Equatorial Guinea,2024,West Virginia,0.0,100.0
Equatorial Guinea,2024,Wisconsin,0.0,100.0
Equatorial Guinea,2024,Wyoming,1.0,99.0
Eritrea,2024,Alabama,1.0,99.0
Eritrea,2024,Alaska,0.0,100.0
Eritrea,2024,Arizona,1.0,99.0
Eritrea,2024,Arkansas,1.0,99.0
Eritrea,2024,California,1.0,99.0
Eritrea,2024,Colorado,2.0,98.0
Eritrea,2024,Connecticut,1.0,99.0
Eritrea,2024,Delaware,1.0,99.0
Eritrea,2024,District of Columbia,3.0,97.0
Eritrea,2024,Florida,1.0,99.0
Eritrea,2024,Georgia,2.0,98.0
Eritrea,2024,Hawaii,1.0,99.0
Eritrea,2024,Idaho,1.0,99.0
Eritrea,2024,Illinois,1.0,99.0
Eritrea,2024,Indiana,1.0,99.0
Eritrea,2024,Iowa,2.0,98.0
Eritrea,2024,Kansas,1.0,99.0
Eritrea,2024,Kentucky,1.0,99.0
Eritrea,2024,Louisiana,1.0,99.0
Eritrea,2024,Maine,1.0,99.0
Eritrea,2024,Maryland,3.0,97.0
Eritrea,2024,Massachusetts,1.0,99.0
Eritrea,2024,Michigan,1.0,99.0
Eritrea,2024,Minnesota,2.0,98.0
Eritrea,2024,Mississippi,1.0,99.0
Eritrea,2024,Missouri,1.0,99.0
Eritrea,2024,Montana,1.0,99.0
Eritrea,2024,Nebraska,1.0,99.0
Eritrea,2024,Nevada,2.0,98.0
Eritrea,2024,New Hampshire,1.0,99.0
Eritrea,2024,New Jersey,1.0,99.0
Eritrea,2024,New Mexico,1.0,99.0
Eritrea,2024,New York,1.0,99.0
Eritrea,2024,North Carolina,2.0,98.0
Eritrea,2024,North Dakota,1.0,99.0
Eritrea,2024,Ohio,1.0,99.0
Eritrea,2024,Oklahoma,1.0,99.0
Eritrea,2024,Oregon,1.0,99.0
Eritrea,2024,Pennsylvania,1.0,99.0
Eritrea,2024,Rhode Island,1.0,99.0
Eritrea,2024,South Carolina,1.0,99.0
Eritrea,2024,South Dakota,3.0,97.0
Eritrea,2024,Tennessee,1.0,99.0
Eritrea,2024,Texas,2.0,98.0
Eritrea,2024,Utah,1.0,99.0
Eritrea,2024,Vermont,1.0,99.0
Eritrea,2024,Virginia,2.0,98.0
Eritrea,2024,Washington,2.0,98.0
Eritrea,2024,West Virginia,1.0,99.0
Eritrea,2024,Wisconsin,1.0,99.0
Eritrea,2024,Wyoming,1.0,99.0
Estonia,2024,Alabama,3.0,97.0
Estonia,2024,Alaska,5.0,95.0
Estonia,2024,Arizona,3.0,97.0
Estonia,2024,Arkansas,3.0,97.0
Estonia,2024,California,2.0,98.0
Estonia,2024,Colorado,3.0,97.0
Estonia,2024,Connecticut,3.0,97.0
Estonia,2024,Delaware,3.0,97.0
Estonia,2024,District of Columbia,4.0,96.0
Estonia,2024,Florida,3.0,97.0
Estonia,2024,Georgia,2.0,98.0
Estonia,2024,Hawaii,2.0,98.0
Estonia,2024,Idaho,4.0,96.0
Estonia,2024,Illinois,2.0,98.0
Estonia,2024,Indiana,2.0,98.0
Estonia,2024,Iowa,3.0,97.0
Estonia,2024,Kansas,3.0,97.0
Estonia,2024,Kentucky,3.0,97.0
Estonia,2024,Louisiana,3.0,97.0
Estonia,2024,Maine,3.0,97.0
Estonia,2024,Maryland,3.0,97.0
Estonia,2024,Massachusetts,2.0,98.0
Estonia,2024,Michigan,2.0,98.0
Estonia,2024,Minnesota,3.0,97.0
Estonia,2024,Mississippi,3.0,97.0
Estonia,2024,Missouri,3.0,97.0
Estonia,2024,Montana,4.0,96.0
Estonia,2024,Nebraska,4.0,96.0
Estonia,2024,Nevada,3.0,97.0
Estonia,2024,New Hampshire,3.0,97.0
Estonia,2024,New Jersey,2.0,98.0
Estonia,2024,New Mexico,2.0,98.0
Estonia,2024,New York,3.0,97.0
Estonia,2024,North Carolina,3.0,97.0
Estonia,2024,North Dakota,5.0,95.0
Estonia,2024,Ohio,2.0,98.0
Estonia,2024,Oklahoma,3.0,97.0
Estonia,2024,Oregon,3.0,97.0
Estonia,2024,Pennsylvania,2.0,98.0
Estonia,2024,Rhode Island,3.0,97.0
Estonia,2024,South Carolina,3.0,97.0
Estonia,2024,South Dakota,3.0,97.0
Estonia,2024,Tennessee,3.0,97.0
Estonia,2024,Texas,3.0,97.0
Estonia,2024,Utah,3.0,97.0
Estonia,2024,Vermont,3.0,97.0
Estonia,2024,Virginia,3.0,97.0
Estonia,2024,Washington,2.0,98.0
Estonia,2024,West Virginia,2.0,98.0
Estonia,2024,Wisconsin,3.0,97.0
Estonia,2024,Wyoming,3.0,97.0
Swaziland,2024,Alabama,0.0,100.0
Swaziland,2024,Alaska,0.0,100.0
Swaziland,2024,Arizona,0.0,100.0
Swaziland,2024,Arkansas,0.0,100.0
Swaziland,2024,California,0.0,100.0
Swaziland,2024,Colorado,0.0,100.0
Swaziland,2024,Connecticut,0.0,100.0
Swaziland,2024,Delaware,0.0,100.0
Swaziland,2024,District of Columbia,0.0,100.0
Swaziland,2024,Florida,0.0,100.0
Swaziland,2024,Georgia,0.0,100.0
Swaziland,2024,Hawaii,0.0,100.0
Swaziland,2024,Idaho,0.0,100.0
Swaziland,2024,Illinois,0.0,100.0
Swaziland,2024,Indiana,0.0,100.0
Swaziland,2024,Iowa,0.0,100.0
Swaziland,2024,Kansas,0.0,100.0
Swaziland,2024,Kentucky,0.0,100.0
Swaziland,2024,Louisiana,0.0,100.0
Swaziland,2024,Maine,0.0,100.0
Swaziland,2024,Maryland,0.0,100.0
